"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001819","GO:0001819","positive regulation of cytokine production","5/8","486/18903",5.78183891776978e-07,1.6435650943971e-05,4.22314161907163e-06,"IL10/IL23R/PTPN22/IFNG/PTPN11",5
"GO:0032640","GO:0032640","tumor necrosis factor production","4/8","184/18903",5.89997726193831e-07,1.6435650943971e-05,4.22314161907163e-06,"IL10/PTPN22/IFNG/PTPN11",4
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","4/8","184/18903",5.89997726193831e-07,1.6435650943971e-05,4.22314161907163e-06,"IL10/PTPN22/IFNG/PTPN11",4
"GO:1902107","GO:1902107","positive regulation of leukocyte differentiation","4/8","184/18903",5.89997726193831e-07,1.6435650943971e-05,4.22314161907163e-06,"HLA-DRB1/IL10/IL23R/IFNG",4
"GO:1903708","GO:1903708","positive regulation of hemopoiesis","4/8","184/18903",5.89997726193831e-07,1.6435650943971e-05,4.22314161907163e-06,"HLA-DRB1/IL10/IL23R/IFNG",4
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway","5/8","496/18903",6.39569750460708e-07,1.68521954107182e-05,4.33017274790923e-06,"IL23R/IL10RA/IFNG/PTPN11/STAT4",5
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","4/8","189/18903",6.56803513443375e-07,1.68521954107182e-05,4.33017274790923e-06,"IL10/PTPN22/IFNG/PTPN11",4
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","4/8","189/18903",6.56803513443375e-07,1.68521954107182e-05,4.33017274790923e-06,"IL10/PTPN22/IFNG/PTPN11",4
"GO:0046427","GO:0046427","positive regulation of receptor signaling pathway via JAK-STAT","3/8","45/18903",7.00126890294507e-07,1.70655929509286e-05,4.3850052602656e-06,"IL10/IL23R/IL10RA",3
"GO:2000516","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","3/8","45/18903",7.00126890294507e-07,1.70655929509286e-05,4.3850052602656e-06,"HLA-DRB1/IL23R/IFNG",3
"GO:1904894","GO:1904894","positive regulation of receptor signaling pathway via STAT","3/8","49/18903",9.08307999215801e-07,2.16000072984245e-05,5.55012333282055e-06,"IL10/IL23R/IL10RA",3
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response","4/8","207/18903",9.44821071057487e-07,2.19333462924059e-05,5.63577480981659e-06,"HLA-DRB1/IL10/IL23R/IFNG",4
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation","4/8","210/18903",1.00070238723761e-06,2.26903448268992e-05,5.83028563433415e-06,"HLA-DRB1/IL10/IL23R/IFNG",4
"GO:0042098","GO:0042098","T cell proliferation","4/8","212/18903",1.03930102824937e-06,2.30299659668895e-05,5.91755130917107e-06,"HLA-DRB1/IL10/IL23R/PTPN22",4
"GO:0046638","GO:0046638","positive regulation of alpha-beta T cell differentiation","3/8","53/18903",1.1539903149197e-06,2.50031234899269e-05,6.42455426785707e-06,"HLA-DRB1/IL23R/IFNG",3
"GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","3/8","56/18903",1.36470358635803e-06,2.89257825369365e-05,7.43248177467302e-06,"HLA-DRB1/IL23R/IFNG",3
"GO:0002763","GO:0002763","positive regulation of myeloid leukocyte differentiation","3/8","59/18903",1.59952037559649e-06,3.3181539706523e-05,8.52599886656137e-06,"HLA-DRB1/IL23R/IFNG",3
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation","4/8","239/18903",1.67645032388979e-06,3.40528972040114e-05,8.74989423433708e-06,"HLA-DRB1/IL10/IL23R/PTPN22",4
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation","4/8","243/18903",1.79105385798896e-06,3.56383165620252e-05,9.15726784535708e-06,"HLA-DRB1/IL10/IL23R/PTPN22",4
"GO:0032615","GO:0032615","interleukin-12 production","3/8","63/18903",1.95232313405532e-06,3.73238246216459e-05,9.59035925500861e-06,"IL10/IL23R/IFNG",3
"GO:0032655","GO:0032655","regulation of interleukin-12 production","3/8","63/18903",1.95232313405532e-06,3.73238246216459e-05,9.59035925500861e-06,"IL10/IL23R/IFNG",3
"GO:0031343","GO:0031343","positive regulation of cell killing","3/8","66/18903",2.24837060810876e-06,4.21569489020393e-05,1.08322308649774e-05,"HLA-DRB1/IL23R/IFNG",3
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","4/8","269/18903",2.68416168916322e-06,4.85235060218517e-05,1.24681181465055e-05,"HLA-DRB1/IL10/IL23R/PTPN22",4
"GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","3/8","70/18903",2.68745571813332e-06,4.85235060218517e-05,1.24681181465055e-05,"HLA-DRB1/IL23R/IFNG",3
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","3/8","71/18903",2.80546210518673e-06,4.88450991528047e-05,1.25507515232038e-05,"HLA-DRB1/IL23R/IFNG",3
"GO:0002293","GO:0002293","alpha-beta T cell differentiation involved in immune response","3/8","71/18903",2.80546210518673e-06,4.88450991528047e-05,1.25507515232038e-05,"HLA-DRB1/IL23R/IFNG",3
"GO:0046637","GO:0046637","regulation of alpha-beta T cell differentiation","3/8","73/18903",3.05168661446227e-06,5.2199902615802e-05,1.3412768499391e-05,"HLA-DRB1/IL23R/IFNG",3
"GO:0002366","GO:0002366","leukocyte activation involved in immune response","4/8","293/18903",3.76952773828272e-06,6.25573812093601e-05,1.60741233228909e-05,"HLA-DRB1/IL10/IL23R/IFNG",4
"GO:0002292","GO:0002292","T cell differentiation involved in immune response","3/8","79/18903",3.87543526400121e-06,6.25573812093601e-05,1.60741233228909e-05,"HLA-DRB1/IL23R/IFNG",3
"GO:2000514","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","3/8","79/18903",3.87543526400121e-06,6.25573812093601e-05,1.60741233228909e-05,"HLA-DRB1/IL23R/IFNG",3
"GO:0030217","GO:0030217","T cell differentiation","4/8","296/18903",3.92510381923511e-06,6.25573812093601e-05,1.60741233228909e-05,"HLA-DRB1/IL23R/PTPN22/IFNG",4
"GO:0002263","GO:0002263","cell activation involved in immune response","4/8","297/18903",3.97800783074905e-06,6.25573812093601e-05,1.60741233228909e-05,"HLA-DRB1/IL10/IL23R/IFNG",4
"GO:0046651","GO:0046651","lymphocyte proliferation","4/8","305/18903",4.42054964959071e-06,6.84132683865229e-05,1.7578793928197e-05,"HLA-DRB1/IL10/IL23R/PTPN22",4
"GO:0007162","GO:0007162","negative regulation of cell adhesion","4/8","308/18903",4.59558202579805e-06,7.00108199242672e-05,1.79892849036174e-05,"HLA-DRB1/IL10/PTPN22/PTPN11",4
"GO:0032943","GO:0032943","mononuclear cell proliferation","4/8","312/18903",4.83690766101399e-06,7.25536149152099e-05,1.86426562481187e-05,"HLA-DRB1/IL10/IL23R/PTPN22",4
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","4/8","317/18903",5.15166031784721e-06,7.54715882893083e-05,1.93924297034876e-05,"HLA-DRB1/IL10/IL23R/IFNG",4
"GO:0010507","GO:0010507","negative regulation of autophagy","3/8","87/18903",5.18625273372683e-06,7.54715882893083e-05,1.93924297034876e-05,"IL10/PTPN22/IL10RA",3
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","3/8","88/18903",5.36822900602831e-06,7.69709306011412e-05,1.97776858116832e-05,"HLA-DRB1/IL23R/IFNG",3
"GO:0032496","GO:0032496","response to lipopolysaccharide","4/8","339/18903",6.72061115547131e-06,9.49651576316598e-05,2.44013036613604e-05,"IL10/IL23R/PTPN22/IL10RA",4
"GO:0002361","GO:0002361","CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","2/8","10/18903",7.04087543993633e-06,9.77980429693561e-05,2.51292137400343e-05,"HLA-DRB1/IFNG",2
"GO:0010506","GO:0010506","regulation of autophagy","4/8","344/18903",7.12170364187106e-06,9.77980429693561e-05,2.51292137400343e-05,"IL10/PTPN22/IL10RA/IFNG",4
"GO:0070661","GO:0070661","leukocyte proliferation","4/8","348/18903",7.45515776671044e-06,0.000100955261424204,2.59404612350451e-05,"HLA-DRB1/IL10/IL23R/PTPN22",4
"GO:0031341","GO:0031341","regulation of cell killing","3/8","102/18903",8.37611239753397e-06,0.000110658382558886,2.84336788653331e-05,"HLA-DRB1/IL23R/IFNG",3
"GO:0002237","GO:0002237","response to molecule of bacterial origin","4/8","360/18903",8.52524914825645e-06,0.000110658382558886,2.84336788653331e-05,"IL10/IL23R/PTPN22/IL10RA",4
"GO:0002831","GO:0002831","regulation of response to biotic stimulus","4/8","361/18903",8.61929102332193e-06,0.000110658382558886,2.84336788653331e-05,"HLA-DRB1/IL23R/PTPN22/PTPN11",4
"GO:0045639","GO:0045639","positive regulation of myeloid cell differentiation","3/8","103/18903",8.6256790507439e-06,0.000110658382558886,2.84336788653331e-05,"HLA-DRB1/IL23R/IFNG",3
"GO:0032479","GO:0032479","regulation of type I interferon production","3/8","105/18903",9.13948084396497e-06,0.000114243510549562,2.93548777444489e-05,"IL10/PTPN22/PTPN11",3
"GO:0032606","GO:0032606","type I interferon production","3/8","105/18903",9.13948084396497e-06,0.000114243510549562,2.93548777444489e-05,"IL10/PTPN22/PTPN11",3
"GO:0032817","GO:0032817","regulation of natural killer cell proliferation","2/8","12/18903",1.03222464600963e-05,0.000125802378732423,3.23249297039856e-05,"IL23R/PTPN22",2
"GO:0043380","GO:0043380","regulation of memory T cell differentiation","2/8","12/18903",1.03222464600963e-05,0.000125802378732423,3.23249297039856e-05,"HLA-DRB1/IL23R",2
"GO:0035710","GO:0035710","CD4-positive, alpha-beta T cell activation","3/8","115/18903",1.2013743234034e-05,0.000144609872261521,3.71575164353489e-05,"HLA-DRB1/IL23R/IFNG",3
"GO:0043379","GO:0043379","memory T cell differentiation","2/8","13/18903",1.21964365365322e-05,0.000145018605159986,3.72625403811895e-05,"HLA-DRB1/IL23R",2
"GO:0045582","GO:0045582","positive regulation of T cell differentiation","3/8","117/18903",1.26521980365823e-05,0.000146855870067473,3.77346257231401e-05,"HLA-DRB1/IL23R/IFNG",3
"GO:0046632","GO:0046632","alpha-beta T cell differentiation","3/8","117/18903",1.26521980365823e-05,0.000146855870067473,3.77346257231401e-05,"HLA-DRB1/IL23R/IFNG",3
"GO:0002286","GO:0002286","T cell activation involved in immune response","3/8","118/18903",1.29796709824318e-05,0.00014888446126907,3.82558723692725e-05,"HLA-DRB1/IL23R/IFNG",3
"GO:0030099","GO:0030099","myeloid cell differentiation","4/8","407/18903",1.38423623247869e-05,0.000156933758914735,4.03241399424637e-05,"HLA-DRB1/IL23R/IFNG/PTPN11",4
"GO:0045348","GO:0045348","positive regulation of MHC class II biosynthetic process","2/8","14/18903",1.4226164215394e-05,0.000157156735822315,4.0381433873912e-05,"IL10/IFNG",2
"GO:0090715","GO:0090715","immunological memory formation process","2/8","14/18903",1.4226164215394e-05,0.000157156735822315,4.0381433873912e-05,"HLA-DRB1/IL23R",2
"GO:0002761","GO:0002761","regulation of myeloid leukocyte differentiation","3/8","122/18903",1.43455892186524e-05,0.000157156735822315,4.0381433873912e-05,"HLA-DRB1/IL23R/IFNG",3
"GO:1903706","GO:1903706","regulation of hemopoiesis","4/8","413/18903",1.46648752710052e-05,0.000158869482102556,4.08215241461898e-05,"HLA-DRB1/IL10/IL23R/IFNG",4
"GO:0001787","GO:0001787","natural killer cell proliferation","2/8","15/18903",1.64113304645307e-05,0.000175579605876901,4.51151915775465e-05,"IL23R/PTPN22",2
"GO:0050868","GO:0050868","negative regulation of T cell activation","3/8","128/18903",1.65675115288973e-05,0.000175579605876901,4.51151915775465e-05,"HLA-DRB1/IL10/PTPN22",3
"GO:0090713","GO:0090713","immunological memory process","2/8","17/18903",2.1247582741777e-05,0.00022275691584121,5.723740455623e-05,"HLA-DRB1/IL23R",2
"GO:1903038","GO:1903038","negative regulation of leukocyte cell-cell adhesion","3/8","147/18903",2.50765314349189e-05,0.000260102320734531,6.68333088635017e-05,"HLA-DRB1/IL10/PTPN22",3
"GO:0050796","GO:0050796","regulation of insulin secretion","3/8","149/18903",2.61108800282041e-05,0.000267980084499989,6.88575007945991e-05,"HLA-DRB1/IFNG/PTPN11",3
"GO:0045346","GO:0045346","regulation of MHC class II biosynthetic process","2/8","19/18903",2.67044018979153e-05,0.000271216581775702,6.96891189879806e-05,"IL10/IFNG",2
"GO:0045342","GO:0045342","MHC class II biosynthetic process","2/8","20/18903",2.96652768931145e-05,0.000298181906915326,7.66178611021298e-05,"IL10/IFNG",2
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","3/8","166/18903",3.60595640866665e-05,0.000358755867188774,9.21823442817039e-05,"HLA-DRB1/IL10/PTPN22",3
"GO:0045591","GO:0045591","positive regulation of regulatory T cell differentiation","2/8","23/18903",3.94765781106345e-05,0.000388784481392612,9.98981987276024e-05,"HLA-DRB1/IFNG",2
"GO:0051043","GO:0051043","regulation of membrane protein ectodomain proteolysis","2/8","24/18903",4.30562415349673e-05,0.000419798354965931,0.000107867215634971,"IL10/IFNG",2
"GO:0002706","GO:0002706","regulation of lymphocyte mediated immunity","3/8","179/18903",4.51549183830581e-05,0.00042743733420856,0.000109830051866815,"HLA-DRB1/IL10/IL23R",3
"GO:0045580","GO:0045580","regulation of T cell differentiation","3/8","179/18903",4.51549183830581e-05,0.00042743733420856,0.000109830051866815,"HLA-DRB1/IL23R/IFNG",3
"GO:0090276","GO:0090276","regulation of peptide hormone secretion","3/8","179/18903",4.51549183830581e-05,0.00042743733420856,0.000109830051866815,"HLA-DRB1/IFNG/PTPN11",3
"GO:0002791","GO:0002791","regulation of peptide secretion","3/8","182/18903",4.74483771072032e-05,0.000440592073138316,0.00011321016292245,"HLA-DRB1/IFNG/PTPN11",3
"GO:0002822","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","3/8","182/18903",4.74483771072032e-05,0.000440592073138316,0.00011321016292245,"HLA-DRB1/IL10/IL23R",3
"GO:0030073","GO:0030073","insulin secretion","3/8","183/18903",4.82295622242556e-05,0.000443620973289143,0.000113988439020584,"HLA-DRB1/IFNG/PTPN11",3
"GO:0090087","GO:0090087","regulation of peptide transport","3/8","184/18903",4.90191682656599e-05,0.000446669991205779,0.000114771884380001,"HLA-DRB1/IFNG/PTPN11",3
"GO:0045672","GO:0045672","positive regulation of osteoclast differentiation","2/8","26/18903",5.06788210177288e-05,0.000457517134187829,0.000117559058501164,"IL23R/IFNG",2
"GO:0001906","GO:0001906","cell killing","3/8","189/18903",5.30950103587993e-05,0.000474932432108526,0.000122033920477008,"HLA-DRB1/IL23R/IFNG",3
"GO:0050731","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","3/8","193/18903",5.65116203129627e-05,0.000500898452773988,0.000128705891239092,"IL23R/IFNG/PTPN11",3
"GO:0002695","GO:0002695","negative regulation of leukocyte activation","3/8","198/18903",6.09817722893109e-05,0.000530868106982841,0.000136406595910301,"HLA-DRB1/IL10/PTPN22",3
"GO:0002819","GO:0002819","regulation of adaptive immune response","3/8","198/18903",6.09817722893109e-05,0.000530868106982841,0.000136406595910301,"HLA-DRB1/IL10/IL23R",3
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","3/8","202/18903",6.47207126967522e-05,0.000558430928135694,0.000143488864665366,"HLA-DRB1/IL10/PTPN22",3
"GO:0001916","GO:0001916","positive regulation of T cell mediated cytotoxicity","2/8","31/18903",7.24329781744957e-05,0.000614105684522899,0.000157794497075789,"HLA-DRB1/IL23R",2
"GO:0002230","GO:0002230","positive regulation of defense response to virus by host","2/8","31/18903",7.24329781744957e-05,0.000614105684522899,0.000157794497075789,"IL23R/PTPN22",2
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","3/8","214/18903",7.68342414341573e-05,0.000643712385740368,0.000165401940951371,"HLA-DRB1/IL23R/IFNG",3
"GO:0002862","GO:0002862","negative regulation of inflammatory response to antigenic stimulus","2/8","32/18903",7.72454862888442e-05,0.000643712385740368,0.000165401940951371,"HLA-DRB1/IL10",2
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","3/8","218/18903",8.11799355732516e-05,0.000670766416812884,0.000172353476060962,"HLA-DRB1/IL23R/IFNG",3
"GO:0050866","GO:0050866","negative regulation of cell activation","3/8","221/18903",8.45429955440694e-05,0.000692684207188804,0.000177985253776988,"HLA-DRB1/IL10/PTPN22",3
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","3/8","223/18903",8.68350822901232e-05,0.000703703368201966,0.000180816627942853,"HLA-DRB1/PTPN22/PTPN11",3
"GO:0035335","GO:0035335","peptidyl-tyrosine dephosphorylation","2/8","34/18903",8.73313923614748e-05,0.000703703368201966,0.000180816627942853,"PTPN22/PTPN11",2
"GO:0030072","GO:0030072","peptide hormone secretion","3/8","225/18903",8.91675933308159e-05,0.00071260986473398,0.000183105152827732,"HLA-DRB1/IFNG/PTPN11",3
"GO:0002790","GO:0002790","peptide secretion","3/8","230/18903",9.51778977811259e-05,0.000754458945825998,0.000193858277038151,"HLA-DRB1/IFNG/PTPN11",3
"GO:0045589","GO:0045589","regulation of regulatory T cell differentiation","2/8","36/18903",9.80311631793836e-05,0.000770809549192734,0.000198059565676513,"HLA-DRB1/IFNG",2
"GO:0046883","GO:0046883","regulation of hormone secretion","3/8","234/18903",0.0001001730042581,0.000781349433213178,0.00020076778958676,"HLA-DRB1/IFNG/PTPN11",3
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","3/8","241/18903",0.000109322551930429,0.000839452070106687,0.000215697266057103,"HLA-DRB1/IL10/IL23R",3
"GO:0032717","GO:0032717","negative regulation of interleukin-8 production","2/8","38/18903",0.00010934401323441,0.000839452070106687,0.000215697266057103,"IL10/PTPN22",2
"GO:0045066","GO:0045066","regulatory T cell differentiation","2/8","39/18903",0.000115230097675651,0.000877729259638749,0.000225532592490173,"HLA-DRB1/IFNG",2
"GO:0031330","GO:0031330","negative regulation of cellular catabolic process","3/8","247/18903",0.00011758746514756,0.000888742469138533,0.000228362437414274,"IL10/PTPN22/IL10RA",3
"GO:0001914","GO:0001914","regulation of T cell mediated cytotoxicity","2/8","41/18903",0.000127461095127256,0.000950699780565007,0.000244282372765961,"HLA-DRB1/IL23R",2
"GO:0015833","GO:0015833","peptide transport","3/8","254/18903",0.000127735047440016,0.000950699780565007,0.000244282372765961,"HLA-DRB1/IFNG/PTPN11",3
"GO:0050708","GO:0050708","regulation of protein secretion","3/8","257/18903",0.00013225379147713,0.000966375309983083,0.000248310201107664,"HLA-DRB1/IFNG/PTPN11",3
"GO:0032735","GO:0032735","positive regulation of interleukin-12 production","2/8","42/18903",0.000133805812151504,0.000966375309983083,0.000248310201107664,"IL23R/IFNG",2
"GO:0032814","GO:0032814","regulation of natural killer cell activation","2/8","42/18903",0.000133805812151504,0.000966375309983083,0.000248310201107664,"IL23R/PTPN22",2
"GO:0050691","GO:0050691","regulation of defense response to virus by host","2/8","42/18903",0.000133805812151504,0.000966375309983083,0.000248310201107664,"IL23R/PTPN22",2
"GO:0045622","GO:0045622","regulation of T-helper cell differentiation","2/8","43/18903",0.000140303210782402,0.00100585022435913,0.000258453283020215,"HLA-DRB1/IL23R",2
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","3/8","266/18903",0.000146434991214652,0.0010307867863051,0.000264860734294859,"IL23R/IFNG/PTPN11",3
"GO:0006509","GO:0006509","membrane protein ectodomain proteolysis","2/8","44/18903",0.000146953193124521,0.0010307867863051,0.000264860734294859,"IL10/IFNG",2
"GO:0032689","GO:0032689","negative regulation of interferon-gamma production","2/8","44/18903",0.000146953193124521,0.0010307867863051,0.000264860734294859,"HLA-DRB1/IL10",2
"GO:0042088","GO:0042088","T-helper 1 type immune response","2/8","46/18903",0.000160710517555846,0.00111129613203511,0.000285547616112665,"HLA-DRB1/IL23R",2
"GO:2000273","GO:2000273","positive regulation of signaling receptor activity","2/8","46/18903",0.000160710517555846,0.00111129613203511,0.000285547616112665,"IL10/IFNG",2
"GO:1903532","GO:1903532","positive regulation of secretion by cell","3/8","278/18903",0.000166841792058503,0.00114421134579071,0.000294005182508167,"HLA-DRB1/IFNG/PTPN11",3
"GO:0002861","GO:0002861","regulation of inflammatory response to antigenic stimulus","2/8","47/18903",0.000167817664049304,0.00114421134579071,0.000294005182508167,"HLA-DRB1/IL10",2
"GO:0032620","GO:0032620","interleukin-17 production","2/8","48/18903",0.000175077003062465,0.00117724191714416,0.000302492390046219,"IL23R/IFNG",2
"GO:0032660","GO:0032660","regulation of interleukin-17 production","2/8","48/18903",0.000175077003062465,0.00117724191714416,0.000302492390046219,"IL23R/IFNG",2
"GO:0046879","GO:0046879","hormone secretion","3/8","291/18903",0.00019095478184497,0.00127521172807429,0.000327665739575364,"HLA-DRB1/IFNG/PTPN11",3
"GO:0001913","GO:0001913","T cell mediated cytotoxicity","2/8","51/18903",0.000197767198411186,0.00130285823277639,0.000334769510824055,"HLA-DRB1/IL23R",2
"GO:0030225","GO:0030225","macrophage differentiation","2/8","51/18903",0.000197767198411186,0.00130285823277639,0.000334769510824055,"HLA-DRB1/IFNG",2
"GO:0042886","GO:0042886","amide transport","3/8","296/18903",0.000200802092267226,0.001313973422554,0.000337625559587424,"HLA-DRB1/IFNG/PTPN11",3
"GO:0009914","GO:0009914","hormone transport","3/8","300/18903",0.000208914321149718,0.00135794308747317,0.000348923567955319,"HLA-DRB1/IFNG/PTPN11",3
