"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051918","GO:0051918","negative regulation of fibrinolysis","1/5","13/18903",0.00343424414482008,0.0187107094786749,0.00486154343549847,"F2",1
"GO:0070942","GO:0070942","neutrophil mediated cytotoxicity","1/5","14/18903",0.00369802544599918,0.019476267348929,0.00506045587347256,"F2",1
"GO:0048712","GO:0048712","negative regulation of astrocyte differentiation","1/5","15/18903",0.00396175088793727,0.0201921496869061,0.00524646127774375,"F2",1
"GO:0072378","GO:0072378","blood coagulation, fibrin clot formation","1/5","17/18903",0.00448903422957836,0.0221646065085431,0.00575895838663013,"SERPINC1",1
"GO:0051917","GO:0051917","regulation of fibrinolysis","1/5","18/18903",0.00475259214702262,0.0227548351281689,0.00591231558959751,"F2",1
"GO:0010544","GO:0010544","negative regulation of platelet activation","1/5","19/18903",0.00501609424070881,0.022880544187823,0.00594497817005394,"F2",1
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","2/5","436/18903",0.00506847497831522,0.022880544187823,0.00594497817005394,"F2/PROS1",2
"GO:0072376","GO:0072376","protein activation cascade","1/5","20/18903",0.00527954051950552,0.0231713167244965,0.00602052866259402,"SERPINC1",1
"GO:0002443","GO:0002443","leukocyte mediated immunity","2/5","463/18903",0.005699922444011,0.0243402093555064,0.00632423827358262,"C4A/F2",2
"GO:0051238","GO:0051238","sequestering of metal ion","1/5","26/18903",0.0068590465761178,0.0265192316246658,0.00689040661800111,"F9",1
"GO:0032967","GO:0032967","positive regulation of collagen biosynthetic process","1/5","27/18903",0.00712210239892419,0.0265192316246658,0.00689040661800111,"F2",1
"GO:0045686","GO:0045686","negative regulation of glial cell differentiation","1/5","27/18903",0.00712210239892419,0.0265192316246658,0.00689040661800111,"F2",1
"GO:0045745","GO:0045745","positive regulation of G protein-coupled receptor signaling pathway","1/5","27/18903",0.00712210239892419,0.0265192316246658,0.00689040661800111,"F2",1
"GO:0010714","GO:0010714","positive regulation of collagen metabolic process","1/5","28/18903",0.00738510247775503,0.0265192316246658,0.00689040661800111,"F2",1
"GO:0030194","GO:0030194","positive regulation of blood coagulation","1/5","28/18903",0.00738510247775503,0.0265192316246658,0.00689040661800111,"F2",1
"GO:1900048","GO:1900048","positive regulation of hemostasis","1/5","28/18903",0.00738510247775503,0.0265192316246658,0.00689040661800111,"F2",1
"GO:0051873","GO:0051873","killing by host of symbiont cells","1/5","29/18903",0.00764804682146936,0.0268531421731591,0.00697716552134047,"F2",1
"GO:0050820","GO:0050820","positive regulation of coagulation","1/5","30/18903",0.00791093543892718,0.0271723434641412,0.00706010256563295,"F2",1
"GO:0048710","GO:0048710","regulation of astrocyte differentiation","1/5","32/18903",0.00843654553050233,0.0283611530599865,0.00736898713750483,"F2",1
"GO:0002446","GO:0002446","neutrophil mediated immunity","1/5","35/18903",0.00922454294235941,0.0303641205185997,0.00788941172701792,"F2",1
"GO:0090218","GO:0090218","positive regulation of lipid kinase activity","1/5","36/18903",0.00948709738826192,0.0305910487213344,0.00794837375171246,"F2",1
"GO:0032965","GO:0032965","regulation of collagen biosynthetic process","1/5","40/18903",0.0105367586176814,0.0326432914037974,0.00848160136407794,"F2",1
"GO:1900016","GO:1900016","negative regulation of cytokine production involved in inflammatory response","1/5","40/18903",0.0105367586176814,0.0326432914037974,0.00848160136407794,"F2",1
"GO:0051281","GO:0051281","positive regulation of release of sequestered calcium ion into cytosol","1/5","41/18903",0.0107990348307395,0.0328124519857085,0.00852555381374172,"F2",1
"GO:0014014","GO:0014014","negative regulation of gliogenesis","1/5","44/18903",0.0115855297851685,0.0340348764409483,0.00884317242636232,"F2",1
"GO:0010712","GO:0010712","regulation of collagen metabolic process","1/5","45/18903",0.0118475835712162,0.0340348764409483,0.00884317242636232,"F2",1
"GO:0046427","GO:0046427","positive regulation of receptor signaling pathway via JAK-STAT","1/5","45/18903",0.0118475835712162,0.0340348764409483,0.00884317242636232,"F2",1
"GO:0006953","GO:0006953","acute-phase response","1/5","48/18903",0.0126334114568899,0.0354344895640339,0.0092068294003819,"F2",1
"GO:1904894","GO:1904894","positive regulation of receptor signaling pathway via STAT","1/5","49/18903",0.0128952429574317,0.0354344895640339,0.0092068294003819,"F2",1
"GO:0032964","GO:0032964","collagen biosynthetic process","1/5","50/18903",0.0131570189087,0.0354344895640339,0.0092068294003819,"F2",1
"GO:0043277","GO:0043277","apoptotic cell clearance","1/5","51/18903",0.0134187393195341,0.0354344895640339,0.0092068294003819,"C4A",1
"GO:0010543","GO:0010543","regulation of platelet activation","1/5","52/18903",0.0136804041987726,0.0354344895640339,0.0092068294003819,"F2",1
"GO:0051480","GO:0051480","regulation of cytosolic calcium ion concentration","1/5","52/18903",0.0136804041987726,0.0354344895640339,0.0092068294003819,"F2",1
"GO:0090303","GO:0090303","positive regulation of wound healing","1/5","62/18903",0.0162940006971648,0.0415234211314845,0.0107888968962551,"F2",1
"GO:0031638","GO:0031638","zymogen activation","1/5","67/18903",0.0175987196030922,0.0440906336583214,0.0114559274661861,"F9",1
"GO:0043550","GO:0043550","regulation of lipid kinase activity","1/5","68/18903",0.0178594971780542,0.0440906336583214,0.0114559274661861,"F2",1
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process","1/5","71/18903",0.0186414976493058,0.0449610235293499,0.0116820780655873,"F2",1
"GO:1903317","GO:1903317","regulation of protein maturation","1/5","72/18903",0.0189020537512469,0.0449610235293499,0.0116820780655873,"SERPINC1",1
"GO:0050766","GO:0050766","positive regulation of phagocytosis","1/5","74/18903",0.0194229999253286,0.0449610235293499,0.0116820780655873,"C4A",1
"GO:0045685","GO:0045685","regulation of glial cell differentiation","1/5","76/18903",0.0199437247851229,0.0449610235293499,0.0116820780655873,"F2",1
"GO:0002534","GO:0002534","cytokine production involved in inflammatory response","1/5","77/18903",0.0202040042442015,0.0449610235293499,0.0116820780655873,"F2",1
"GO:1900015","GO:1900015","regulation of cytokine production involved in inflammatory response","1/5","77/18903",0.0202040042442015,0.0449610235293499,0.0116820780655873,"F2",1
"GO:1903036","GO:1903036","positive regulation of response to wounding","1/5","77/18903",0.0202040042442015,0.0449610235293499,0.0116820780655873,"F2",1
"GO:0014068","GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling","1/5","80/18903",0.020984510843929,0.0453029654008396,0.0117709237217371,"F2",1
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","1/5","81/18903",0.0212445691473759,0.0453029654008396,0.0117709237217371,"F2",1
"GO:0048708","GO:0048708","astrocyte differentiation","1/5","82/18903",0.0215045721839429,0.0453029654008396,0.0117709237217371,"F2",1
"GO:0051279","GO:0051279","regulation of release of sequestered calcium ion into cytosol","1/5","82/18903",0.0215045721839429,0.0453029654008396,0.0117709237217371,"F2",1
"GO:1900182","GO:1900182","positive regulation of protein localization to nucleus","1/5","87/18903",0.0228037586718731,0.0474078140809994,0.0123178197812057,"F2",1
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","1/5","89/18903",0.0233230467071405,0.0478576802562103,0.0124347070619067,"F2",1
"GO:1904427","GO:1904427","positive regulation of calcium ion transmembrane transport","1/5","93/18903",0.0243609604909075,0.0493465609944024,0.0128215581531092,"F2",1
