"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901214","GO:1901214","regulation of neuron death","5/10","325/18903",3.42083066211811e-07,3.27259466675966e-05,7.82590032175792e-06,"AKT1/BCL2L1/IFNG/TP53/IL10",5
"GO:0071480","GO:0071480","cellular response to gamma radiation","3/10","30/18903",4.29612180325281e-07,3.82658684313799e-05,9.15068630744899e-06,"BCL2L1/MDM2/TP53",3
"GO:0010506","GO:0010506","regulation of autophagy","5/10","344/18903",4.53323876887427e-07,3.82658684313799e-05,9.15068630744899e-06,"AKT1/IFNG/STAT3/TP53/IL10",5
"GO:0043467","GO:0043467","regulation of generation of precursor metabolites and energy","4/10","134/18903",4.90527828414276e-07,3.9105968543027e-05,9.3515831615821e-06,"AKT1/IFNG/STAT3/TP53",4
"GO:0045862","GO:0045862","positive regulation of proteolysis","5/10","372/18903",6.67683516227419e-07,4.85796752041795e-05,1.1617072522694e-05,"AKT1/FAS/IFNG/MDM2/STAT3",5
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","5/10","374/18903",6.85618604348331e-07,4.85796752041795e-05,1.1617072522694e-05,"AKT1/BCL2L1/FAS/MDM2/TP53",5
"GO:0035264","GO:0035264","multicellular organism growth","4/10","147/18903",7.10922076158725e-07,4.85796752041795e-05,1.1617072522694e-05,"STAT3/TP53/STAT5B/STAT5A",4
"GO:0006606","GO:0006606","protein import into nucleus","4/10","165/18903",1.12838140023126e-06,6.85300312576447e-05,1.63878893746504e-05,"AKT1/IFNG/STAT3/TP53",4
"GO:0030098","GO:0030098","lymphocyte differentiation","5/10","419/18903",1.2013660331749e-06,6.85300312576447e-05,1.63878893746504e-05,"IFNG/STAT3/TP53/STAT5B/IL10",5
"GO:0043029","GO:0043029","T cell homeostasis","3/10","42/18903",1.21071931767061e-06,6.85300312576447e-05,1.63878893746504e-05,"AKT1/FAS/STAT5B",3
"GO:0043434","GO:0043434","response to peptide hormone","5/10","421/18903",1.22990236745971e-06,6.85300312576447e-05,1.63878893746504e-05,"AKT1/STAT3/STAT5B/STAT5A/IL10",5
"GO:0051170","GO:0051170","import into nucleus","4/10","169/18903",1.24165910292597e-06,6.85300312576447e-05,1.63878893746504e-05,"AKT1/IFNG/STAT3/TP53",4
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","4/10","172/18903",1.3320153153221e-06,7.07941473143413e-05,1.69293174578949e-05,"AKT1/BCL2L1/MDM2/TP53",4
"GO:0071453","GO:0071453","cellular response to oxygen levels","4/10","175/18903",1.42717770398719e-06,7.31428573293432e-05,1.74909748684144e-05,"AKT1/FAS/MDM2/TP53",4
"GO:0001936","GO:0001936","regulation of endothelial cell proliferation","4/10","183/18903",1.70569766006711e-06,7.90505480720424e-05,1.89037070760945e-05,"AKT1/STAT3/STAT5A/IL10",4
"GO:0090199","GO:0090199","regulation of release of cytochrome c from mitochondria","3/10","47/18903",1.7077121883159e-06,7.90505480720424e-05,1.89037070760945e-05,"AKT1/BCL2L1/TP53",3
"GO:1902895","GO:1902895","positive regulation of miRNA transcription","3/10","47/18903",1.7077121883159e-06,7.90505480720424e-05,1.89037070760945e-05,"STAT3/TP53/IL10",3
"GO:0006109","GO:0006109","regulation of carbohydrate metabolic process","4/10","186/18903",1.81990672165266e-06,8.16114420491113e-05,1.95161049756173e-05,"AKT1/IFNG/STAT3/TP53",4
"GO:1903131","GO:1903131","mononuclear cell differentiation","5/10","473/18903",2.18193003688377e-06,9.48808970584305e-05,2.26892884218216e-05,"IFNG/STAT3/TP53/STAT5B/IL10",5
"GO:0010823","GO:0010823","negative regulation of mitochondrion organization","3/10","52/18903",2.32426727975525e-06,9.49384917857978e-05,2.27030613036274e-05,"AKT1/BCL2L1/TP53",3
"GO:0050673","GO:0050673","epithelial cell proliferation","5/10","481/18903",2.36937467941922e-06,9.49384917857978e-05,2.27030613036274e-05,"AKT1/BCL2L1/STAT3/STAT5A/IL10",5
"GO:0001935","GO:0001935","endothelial cell proliferation","4/10","199/18903",2.38173219811061e-06,9.49384917857978e-05,2.27030613036274e-05,"AKT1/STAT3/STAT5A/IL10",4
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response","4/10","207/18903",2.78602837214307e-06,0.000104470995849005,2.49826111474606e-05,"IFNG/STAT3/TP53/IL10",4
"GO:0001836","GO:0001836","release of cytochrome c from mitochondria","3/10","56/18903",2.9120835079862e-06,0.000104470995849005,2.49826111474606e-05,"AKT1/BCL2L1/TP53",3
"GO:0043470","GO:0043470","regulation of carbohydrate catabolic process","3/10","56/18903",2.9120835079862e-06,0.000104470995849005,2.49826111474606e-05,"IFNG/STAT3/TP53",3
"GO:2000630","GO:2000630","positive regulation of miRNA metabolic process","3/10","56/18903",2.9120835079862e-06,0.000104470995849005,2.49826111474606e-05,"STAT3/TP53/IL10",3
"GO:0010332","GO:0010332","response to gamma radiation","3/10","57/18903",3.07301099786305e-06,0.000104994542426987,2.51078091554725e-05,"BCL2L1/MDM2/TP53",3
"GO:0070231","GO:0070231","T cell apoptotic process","3/10","57/18903",3.07301099786305e-06,0.000104994542426987,2.51078091554725e-05,"AKT1/FAS/TP53",3
"GO:1902893","GO:1902893","regulation of miRNA transcription","3/10","61/18903",3.77562094180982e-06,0.000121104780491876,2.89603216140485e-05,"STAT3/TP53/IL10",3
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","4/10","224/18903",3.81217984183822e-06,0.000121104780491876,2.89603216140485e-05,"AKT1/STAT3/STAT5A/IL10",4
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","4/10","224/18903",3.81217984183822e-06,0.000121104780491876,2.89603216140485e-05,"AKT1/BCL2L1/FAS/IFNG",4
"GO:0045428","GO:0045428","regulation of nitric oxide biosynthetic process","3/10","62/18903",3.96649803701615e-06,0.000121104780491876,2.89603216140485e-05,"AKT1/IFNG/IL10",3
"GO:0061614","GO:0061614","miRNA transcription","3/10","62/18903",3.96649803701615e-06,0.000121104780491876,2.89603216140485e-05,"STAT3/TP53/IL10",3
"GO:0040014","GO:0040014","regulation of multicellular organism growth","3/10","65/18903",4.57726303781839e-06,0.00013404841753611,3.20555907696841e-05,"STAT3/STAT5B/STAT5A",3
"GO:0080164","GO:0080164","regulation of nitric oxide metabolic process","3/10","65/18903",4.57726303781839e-06,0.00013404841753611,3.20555907696841e-05,"AKT1/IFNG/IL10",3
"GO:0038034","GO:0038034","signal transduction in absence of ligand","3/10","68/18903",5.24731501233534e-06,0.000147645040052965,3.53070112285102e-05,"AKT1/BCL2L1/FAS",3
"GO:0097192","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","3/10","68/18903",5.24731501233534e-06,0.000147645040052965,3.53070112285102e-05,"AKT1/BCL2L1/FAS",3
"GO:0002260","GO:0002260","lymphocyte homeostasis","3/10","69/18903",5.48430313622074e-06,0.000151345673086092,3.61919599677725e-05,"AKT1/FAS/STAT5B",3
"GO:0031330","GO:0031330","negative regulation of cellular catabolic process","4/10","247/18903",5.61702328884907e-06,0.000152083555084876,3.63684129526276e-05,"AKT1/STAT3/TP53/IL10",4
"GO:0051402","GO:0051402","neuron apoptotic process","4/10","255/18903",6.37269832947731e-06,0.000169348557459258,4.04970693062301e-05,"BCL2L1/FAS/TP53/IL10",4
"GO:2000628","GO:2000628","regulation of miRNA metabolic process","3/10","74/18903",6.77597003182208e-06,0.000176791218102994,4.22768656530909e-05,"STAT3/TP53/IL10",3
"GO:0071479","GO:0071479","cellular response to ionizing radiation","3/10","75/18903",7.0563381701172e-06,0.000180818665609253,4.32399669822972e-05,"BCL2L1/MDM2/TP53",3
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","3/10","76/18903",7.34428053431249e-06,0.00018489548362699,4.42148745002008e-05,"AKT1/IFNG/IL10",3
"GO:0046209","GO:0046209","nitric oxide metabolic process","3/10","82/18903",9.23647623833424e-06,0.000228523162103614,5.46477541505801e-05,"AKT1/IFNG/IL10",3
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","3/10","83/18903",9.58017720174713e-06,0.000233009394652663,5.57205667755498e-05,"AKT1/IFNG/IL10",3
"GO:0097194","GO:0097194","execution phase of apoptosis","3/10","84/18903",9.9322336144477e-06,0.000237545920612208,5.68054062861395e-05,"AKT1/BCL2L1/TP53",3
"GO:0002366","GO:0002366","leukocyte activation involved in immune response","4/10","293/18903",1.10341734506672e-05,0.000259574408224713,6.20731759261004e-05,"IFNG/STAT3/TP53/IL10",4
"GO:0030217","GO:0030217","T cell differentiation","4/10","296/18903",1.14866356272425e-05,0.000260415209810414,6.22742405268256e-05,"IFNG/STAT3/TP53/STAT5B",4
"GO:0048872","GO:0048872","homeostasis of number of cells","4/10","296/18903",1.14866356272425e-05,0.000260415209810414,6.22742405268256e-05,"AKT1/FAS/STAT3/STAT5B",4
"GO:0002263","GO:0002263","cell activation involved in immune response","4/10","297/18903",1.16404634823285e-05,0.000260415209810414,6.22742405268256e-05,"IFNG/STAT3/TP53/IL10",4
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","4/10","298/18903",1.17958108973358e-05,0.000260415209810414,6.22742405268256e-05,"AKT1/BCL2L1/MDM2/TP53",4
"GO:0010586","GO:0010586","miRNA metabolic process","3/10","90/18903",1.22254688396155e-05,0.000265811330073458,6.35646386238382e-05,"STAT3/TP53/IL10",3
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","4/10","306/18903",1.30944561775292e-05,0.000280455889772454,6.70666569343993e-05,"AKT1/STAT3/STAT5B/STAT5A",4
"GO:2000106","GO:2000106","regulation of leukocyte apoptotic process","3/10","93/18903",1.34927285836604e-05,0.000284736257611069,6.80902402209488e-05,"BCL2L1/TP53/IL10",3
"GO:0042063","GO:0042063","gliogenesis","4/10","310/18903",1.3782039112333e-05,0.00028662646559707,6.85422540140434e-05,"AKT1/IFNG/STAT3/TP53",4
"GO:0032943","GO:0032943","mononuclear cell proliferation","4/10","312/18903",1.41356719835278e-05,0.000289781275662319,6.92966776936849e-05,"BCL2L1/TP53/STAT5B/IL10",4
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","4/10","322/18903",1.60054575112478e-05,0.000323343519738922,7.73225655124801e-05,"AKT1/IFNG/STAT5B/IL10",4
"GO:0006140","GO:0006140","regulation of nucleotide metabolic process","3/10","99/18903",1.62815259582732e-05,0.000323343519738922,7.73225655124801e-05,"IFNG/STAT3/TP53",3
"GO:0001776","GO:0001776","leukocyte homeostasis","3/10","100/18903",1.67804051604433e-05,0.000323343519738922,7.73225655124801e-05,"AKT1/FAS/STAT5B",3
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","3/10","101/18903",1.72892760572927e-05,0.000323343519738922,7.73225655124801e-05,"AKT1/BCL2L1/MDM2",3
"GO:0006913","GO:0006913","nucleocytoplasmic transport","4/10","329/18903",1.74189132826473e-05,0.000323343519738922,7.73225655124801e-05,"AKT1/IFNG/STAT3/TP53",4
"GO:0051169","GO:0051169","nuclear transport","4/10","329/18903",1.74189132826473e-05,0.000323343519738922,7.73225655124801e-05,"AKT1/IFNG/STAT3/TP53",4
"GO:0031341","GO:0031341","regulation of cell killing","3/10","102/18903",1.78082338938943e-05,0.000323343519738922,7.73225655124801e-05,"BCL2L1/IFNG/STAT5B",3
"GO:0009895","GO:0009895","negative regulation of catabolic process","4/10","332/18903",1.80520818641135e-05,0.000323343519738922,7.73225655124801e-05,"AKT1/STAT3/TP53/IL10",4
"GO:0048638","GO:0048638","regulation of developmental growth","4/10","332/18903",1.80520818641135e-05,0.000323343519738922,7.73225655124801e-05,"AKT1/STAT3/STAT5B/STAT5A",4
"GO:0045639","GO:0045639","positive regulation of myeloid cell differentiation","3/10","103/18903",1.83373738041498e-05,0.000323343519738922,7.73225655124801e-05,"IFNG/STAT3/STAT5B",3
"GO:1903076","GO:1903076","regulation of protein localization to plasma membrane","3/10","103/18903",1.83373738041498e-05,0.000323343519738922,7.73225655124801e-05,"AKT1/BCL2L1/IFNG",3
"GO:0071214","GO:0071214","cellular response to abiotic stimulus","4/10","335/18903",1.87020990511014e-05,0.000323343519738922,7.73225655124801e-05,"BCL2L1/FAS/MDM2/TP53",4
"GO:0104004","GO:0104004","cellular response to environmental stimulus","4/10","335/18903",1.87020990511014e-05,0.000323343519738922,7.73225655124801e-05,"BCL2L1/FAS/MDM2/TP53",4
"GO:0070482","GO:0070482","response to oxygen levels","4/10","337/18903",1.91449447341085e-05,0.000326971259097772,7.8190082865119e-05,"AKT1/FAS/MDM2/TP53",4
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","3/10","105/18903",1.94265798258026e-05,0.000326971259097772,7.8190082865119e-05,"AKT1/MDM2/TP53",3
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","4/10","339/18903",1.95954900922706e-05,0.000326971259097772,7.8190082865119e-05,"AKT1/IFNG/STAT3/TP53",4
"GO:0062197","GO:0062197","cellular response to chemical stress","4/10","345/18903",2.09941788147438e-05,0.000340838722994081,8.15062708205174e-05,"AKT1/FAS/TP53/IL10",4
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","3/10","108/18903",2.11391263738489e-05,0.000340838722994081,8.15062708205174e-05,"AKT1/BCL2L1/TP53",3
"GO:0062014","GO:0062014","negative regulation of small molecule metabolic process","3/10","108/18903",2.11391263738489e-05,0.000340838722994081,8.15062708205174e-05,"AKT1/STAT3/TP53",3
"GO:0070661","GO:0070661","leukocyte proliferation","4/10","348/18903",2.17205229828463e-05,0.000346321672004271,8.28174326597414e-05,"BCL2L1/TP53/STAT5B/IL10",4
"GO:0045348","GO:0045348","positive regulation of MHC class II biosynthetic process","2/10","14/18903",2.28441296685985e-05,0.000356318761678683,8.52080809149098e-05,"IFNG/IL10",2
"GO:0071236","GO:0071236","cellular response to antibiotic","2/10","14/18903",2.28441296685985e-05,0.000356318761678683,8.52080809149098e-05,"MDM2/TP53",2
"GO:0042176","GO:0042176","regulation of protein catabolic process","4/10","361/18903",2.50843305865639e-05,0.000387053918190528,9.25579147846046e-05,"AKT1/IFNG/MDM2/IL10",4
"GO:0045787","GO:0045787","positive regulation of cell cycle","4/10","362/18903",2.53580828220047e-05,0.000387115413293369,9.25726203804426e-05,"AKT1/MDM2/STAT5B/IL10",4
"GO:0045579","GO:0045579","positive regulation of B cell differentiation","2/10","15/18903",2.6351173103869e-05,0.000398041404253179,9.51854009070502e-05,"STAT5B/IL10",2
"GO:0002286","GO:0002286","T cell activation involved in immune response","3/10","118/18903",2.75606730007792e-05,0.000411974643292898,9.85173179633117e-05,"IFNG/STAT3/TP53",3
"GO:0050863","GO:0050863","regulation of T cell activation","4/10","376/18903",2.94265831752132e-05,0.000431000091877092,0.000103066957602737,"AKT1/IFNG/STAT5B/IL10",4
"GO:0032355","GO:0032355","response to estradiol","3/10","121/18903",2.9710815962958e-05,0.000431000091877092,0.000103066957602737,"STAT3/STAT5B/IL10",3
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","4/10","377/18903",2.97345011120781e-05,0.000431000091877092,0.000103066957602737,"AKT1/IFNG/STAT5B/IL10",4
"GO:1903799","GO:1903799","negative regulation of miRNA maturation","2/10","16/18903",3.01071281352894e-05,0.000432037288741403,0.000103314987074783,"STAT3/TP53",2
"GO:1904375","GO:1904375","regulation of protein localization to cell periphery","3/10","125/18903",3.27456658888155e-05,0.000465247827232181,0.000111256769981802,"AKT1/BCL2L1/IFNG",3
"GO:0001701","GO:0001701","in utero embryonic development","4/10","393/18903",3.49913638131227e-05,0.000492280461488541,0.000117721203334138,"AKT1/BCL2L1/TP53/IL10",4
"GO:0045931","GO:0045931","positive regulation of mitotic cell cycle","3/10","129/18903",3.59779477888907e-05,0.000498426402563229,0.000119190909397112,"AKT1/MDM2/STAT5B",3
"GO:0032612","GO:0032612","interleukin-1 production","3/10","130/18903",3.68175600499668e-05,0.000498426402563229,0.000119190909397112,"IFNG/STAT3/IL10",3
"GO:0032652","GO:0032652","regulation of interleukin-1 production","3/10","130/18903",3.68175600499668e-05,0.000498426402563229,0.000119190909397112,"IFNG/STAT3/IL10",3
"GO:0045621","GO:0045621","positive regulation of lymphocyte differentiation","3/10","130/18903",3.68175600499668e-05,0.000498426402563229,0.000119190909397112,"IFNG/STAT5B/IL10",3
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","4/10","400/18903",3.74942726075099e-05,0.000502843749455857,0.000120247249090489,"AKT1/IFNG/STAT5B/IL10",4
"GO:0006977","GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","2/10","18/18903",3.8364926817646e-05,0.000505079541131395,0.000120781903839233,"MDM2/TP53",2
"GO:0070230","GO:0070230","positive regulation of lymphocyte apoptotic process","2/10","18/18903",3.8364926817646e-05,0.000505079541131395,0.000120781903839233,"TP53/IL10",2
"GO:1903706","GO:1903706","regulation of hemopoiesis","4/10","413/18903",4.24891320083709e-05,0.000544698228875617,0.000130256095810344,"IFNG/STAT3/STAT5B/IL10",4
"GO:0045346","GO:0045346","regulation of MHC class II biosynthetic process","2/10","19/18903",4.286634767846e-05,0.000544698228875617,0.000130256095810344,"IFNG/IL10",2
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","4/10","414/18903",4.28926131449092e-05,0.000544698228875617,0.000130256095810344,"AKT1/IFNG/STAT5B/IL10",4
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","4/10","414/18903",4.28926131449092e-05,0.000544698228875617,0.000130256095810344,"AKT1/STAT3/STAT5A/IL10",4
"GO:0030879","GO:0030879","mammary gland development","3/10","138/18903",4.40030026942146e-05,0.000553897446194719,0.000132455945321459,"AKT1/STAT5B/STAT5A",3
"GO:0045342","GO:0045342","MHC class II biosynthetic process","2/10","20/18903",4.76158345550804e-05,0.000594162805100351,0.000142084778626601,"IFNG/IL10",2
"GO:0010212","GO:0010212","response to ionizing radiation","3/10","143/18903",4.893076607052e-05,0.000605307321648243,0.00014474981614328,"BCL2L1/MDM2/TP53",3
"GO:0090201","GO:0090201","negative regulation of release of cytochrome c from mitochondria","2/10","21/18903",5.2613176346567e-05,0.000645298359464305,0.000154313049833386,"AKT1/BCL2L1",2
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","4/10","440/18903",5.44072427394148e-05,0.000656406065778005,0.000156969284756009,"AKT1/IFNG/STAT3/TP53",4
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","4/10","441/18903",5.48910995772547e-05,0.000656406065778005,0.000156969284756009,"AKT1/IFNG/STAT3/TP53",4
"GO:0048732","GO:0048732","gland development","4/10","441/18903",5.48910995772547e-05,0.000656406065778005,0.000156969284756009,"AKT1/STAT5B/STAT5A/IL10",4
"GO:0010821","GO:0010821","regulation of mitochondrion organization","3/10","150/18903",5.64196413833567e-05,0.000669108970124933,0.000160006986437358,"AKT1/BCL2L1/TP53",3
"GO:0030183","GO:0030183","B cell differentiation","3/10","152/18903",5.86895420547188e-05,0.000686894301067994,0.000164260071262179,"TP53/STAT5B/IL10",3
"GO:0072594","GO:0072594","establishment of protein localization to organelle","4/10","449/18903",5.88766543772566e-05,0.000686894301067994,0.000164260071262179,"AKT1/IFNG/STAT3/TP53",4
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","4/10","450/18903",5.93893819728489e-05,0.000687288412347082,0.000164354316834879,"AKT1/IFNG/STAT5B/IL10",4
"GO:0009314","GO:0009314","response to radiation","4/10","452/18903",6.04246702012621e-05,0.000693675213910488,0.000165881620931465,"AKT1/BCL2L1/MDM2/TP53",4
"GO:0010675","GO:0010675","regulation of cellular carbohydrate metabolic process","3/10","155/18903",6.22056062441713e-05,0.000702874369766817,0.000168081455744715,"AKT1/STAT3/TP53",3
"GO:0016052","GO:0016052","carbohydrate catabolic process","3/10","155/18903",6.22056062441713e-05,0.000702874369766817,0.000168081455744715,"IFNG/STAT3/TP53",3
"GO:0060965","GO:0060965","negative regulation of miRNA-mediated gene silencing","2/10","23/18903",6.33505808581216e-05,0.000710219402589098,0.000169837905918977,"STAT3/TP53",2
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","3/10","159/18903",6.71050444777145e-05,0.000734403470505187,0.000175621149007659,"AKT1/MDM2/TP53",3
"GO:0050867","GO:0050867","positive regulation of cell activation","4/10","467/18903",6.86173647460303e-05,0.000734403470505187,0.000175621149007659,"AKT1/IFNG/STAT5B/IL10",4
"GO:0051043","GO:0051043","regulation of membrane protein ectodomain proteolysis","2/10","24/18903",6.90902219639026e-05,0.000734403470505187,0.000175621149007659,"IFNG/IL10",2
"GO:0060149","GO:0060149","negative regulation of post-transcriptional gene silencing","2/10","24/18903",6.90902219639026e-05,0.000734403470505187,0.000175621149007659,"STAT3/TP53",2
"GO:0060967","GO:0060967","negative regulation of gene silencing by RNA","2/10","24/18903",6.90902219639026e-05,0.000734403470505187,0.000175621149007659,"STAT3/TP53",2
"GO:1900369","GO:1900369","negative regulation of post-transcriptional gene silencing by RNA","2/10","24/18903",6.90902219639026e-05,0.000734403470505187,0.000175621149007659,"STAT3/TP53",2
"GO:2000637","GO:2000637","positive regulation of miRNA-mediated gene silencing","2/10","24/18903",6.90902219639026e-05,0.000734403470505187,0.000175621149007659,"STAT3/TP53",2
"GO:0045980","GO:0045980","negative regulation of nucleotide metabolic process","2/10","25/18903",7.50768747558774e-05,0.000780690690396261,0.000186690016555423,"STAT3/TP53",2
"GO:0060148","GO:0060148","positive regulation of post-transcriptional gene silencing","2/10","25/18903",7.50768747558774e-05,0.000780690690396261,0.000186690016555423,"STAT3/TP53",2
"GO:1900370","GO:1900370","positive regulation of post-transcriptional gene silencing by RNA","2/10","25/18903",7.50768747558774e-05,0.000780690690396261,0.000186690016555423,"STAT3/TP53",2
"GO:0045785","GO:0045785","positive regulation of cell adhesion","4/10","484/18903",7.88569033955873e-05,0.00081409824728538,0.000194678913343139,"AKT1/IFNG/STAT5B/IL10",4
"GO:0001819","GO:0001819","positive regulation of cytokine production","4/10","486/18903",8.01311546390198e-05,0.000815946305690718,0.000195120847720648,"IFNG/STAT3/STAT5B/IL10",4
"GO:0035821","GO:0035821","modulation of process of another organism","2/10","26/18903",8.13103287203991e-05,0.000815946305690718,0.000195120847720648,"BCL2L1/IFNG",2
"GO:0060333","GO:0060333","interferon-gamma-mediated signaling pathway","2/10","26/18903",8.13103287203991e-05,0.000815946305690718,0.000195120847720648,"IFNG/TP53",2
"GO:1903798","GO:1903798","regulation of miRNA maturation","2/10","26/18903",8.13103287203991e-05,0.000815946305690718,0.000195120847720648,"STAT3/TP53",2
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","4/10","490/18903",8.27248817214268e-05,0.00082437642548783,0.000197136779540827,"AKT1/IFNG/STAT5B/IL10",4
"GO:1905475","GO:1905475","regulation of protein localization to membrane","3/10","172/18903",8.47618172349488e-05,0.000838849708497596,0.000200597839699407,"AKT1/BCL2L1/IFNG",3
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","3/10","173/18903",8.62335576443452e-05,0.000847569556298872,0.00020268305545823,"AKT1/MDM2/TP53",3
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","3/10","175/18903",8.92270963853389e-05,0.000868166095771495,0.000207608397008258,"AKT1/IFNG/IL10",3
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","3/10","176/18903",9.07490692444072e-05,0.000868166095771495,0.000207608397008258,"AKT1/IFNG/STAT5A",3
"GO:0032635","GO:0032635","interleukin-6 production","3/10","176/18903",9.07490692444072e-05,0.000868166095771495,0.000207608397008258,"IFNG/STAT3/IL10",3
"GO:0032675","GO:0032675","regulation of interleukin-6 production","3/10","176/18903",9.07490692444072e-05,0.000868166095771495,0.000207608397008258,"IFNG/STAT3/IL10",3
"GO:0070920","GO:0070920","regulation of production of small RNA involved in gene silencing by RNA","2/10","28/18903",9.45167986990018e-05,0.000898222557172633,0.000214795931515333,"STAT3/TP53",2
"GO:0048659","GO:0048659","smooth muscle cell proliferation","3/10","179/18903",9.54168467161738e-05,0.000900810362090193,0.000215414764747041,"AKT1/IFNG/IL10",3
"GO:0031571","GO:0031571","mitotic G1 DNA damage checkpoint signaling","2/10","29/18903",0.00010148939427214,0.000934475724995271,0.000223465311827221,"MDM2/TP53",2
"GO:0090312","GO:0090312","positive regulation of protein deacetylation","2/10","29/18903",0.00010148939427214,0.000934475724995271,0.000223465311827221,"IFNG/TP53",2
"GO:1900117","GO:1900117","regulation of execution phase of apoptosis","2/10","29/18903",0.00010148939427214,0.000934475724995271,0.000223465311827221,"BCL2L1/TP53",2
"GO:0032640","GO:0032640","tumor necrosis factor production","3/10","184/18903",0.000103541212734668,0.000934475724995271,0.000223465311827221,"IFNG/STAT3/IL10",3
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","3/10","184/18903",0.000103541212734668,0.000934475724995271,0.000223465311827221,"IFNG/STAT3/IL10",3
