"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","10/36","377/18903",1.41610403753874e-09,1.07881380314315e-07,4.13764369500951e-08,"AKT1/IFNG/IL10/IL23R/JAK2/KAT5/PTEN/PTPN11/SOCS1/STAT5B",10
"GO:0006109","GO:0006109","regulation of carbohydrate metabolic process","8/36","186/18903",1.80687051955613e-09,1.29784928176118e-07,4.97772449898773e-08,"AKT1/EP300/GSK3B/IFNG/IRS1/SIRT1/STAT3/TP53",8
"GO:0009266","GO:0009266","response to temperature stimulus","8/36","186/18903",1.80687051955613e-09,1.29784928176118e-07,4.97772449898773e-08,"AKT1/ATM/CREBBP/EP300/GSK3B/HSP90AA1/NOS3/SIRT1",8
"GO:0060397","GO:0060397","growth hormone receptor signaling pathway via JAK-STAT","4/36","10/18903",2.30709587996469e-09,1.61112195617534e-07,6.17923925744929e-08,"JAK2/STAT3/STAT5A/STAT5B",4
"GO:0034605","GO:0034605","cellular response to heat","6/36","66/18903",2.57573527671861e-09,1.70864239676962e-07,6.55326565105294e-08,"ATM/CREBBP/EP300/GSK3B/HSP90AA1/SIRT1",6
"GO:0071480","GO:0071480","cellular response to gamma radiation","5/36","30/18903",2.58267347164860e-09,1.70864239676962e-07,6.55326565105294e-08,"ATM/BCL2L1/MDM2/TP53/WRN",5
"GO:0008286","GO:0008286","insulin receptor signaling pathway","7/36","122/18903",2.80234393116748e-09,1.77311496193337e-07,6.80054141075645e-08,"AKT1/GSK3B/IRS1/PTPN11/SIRT1/SOCS1/SOCS3",7
"GO:0045786","GO:0045786","negative regulation of cell cycle","10/36","405/18903",2.82118530140551e-09,1.77311496193337e-07,6.80054141075645e-08,"ATM/BARD1/CDK2/IL10/MDM2/NPM1/PTEN/PTPN11/SIRT1/TP53",10
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","10/36","414/18903",3.48323623813141e-09,2.13581851284448e-07,8.19164157670957e-08,"AKT1/IFNG/IL10/IL23R/JAK2/KAT5/PTEN/PTPN11/SOCS1/STAT5B",10
"GO:0030098","GO:0030098","lymphocyte differentiation","10/36","419/18903",3.90779157474952e-09,2.33909238545721e-07,8.97127088338485e-08,"ATM/EP300/IFNG/IL10/IL23R/KAT5/SOCS1/STAT3/STAT5B/TP53",10
"GO:0032869","GO:0032869","cellular response to insulin stimulus","8/36","208/18903",4.36274131775892e-09,2.55068178438278e-07,9.78279326087436e-08,"AKT1/GSK3B/IRS1/PTPN11/SIRT1/SOCS1/SOCS3/SP1",8
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","10/36","429/18903",4.89717381084482e-09,2.79806703646907e-07,1.07316057673059e-07,"AKT1/ATM/AURKA/GSK3B/IFNG/IRS1/KAT5/MDM2/PTEN/SIRT1",10
"GO:0030330","GO:0030330","DNA damage response, signal transduction by p53 class mediator","6/36","74/18903",5.19467243339174e-09,2.90209033278819e-07,1.11305729800862e-07,"ATM/KAT5/MDM2/NPM1/SIRT1/TP53",6
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","6/36","76/18903",6.11366617274259e-09,3.33615019170629e-07,1.27953505656867e-07,"AKT1/HSP90AA1/IFNG/IL10/JAK2/NOS3",6
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","10/36","440/18903",6.23703496460603e-09,3.33615019170629e-07,1.27953505656867e-07,"AKT1/GSK3B/IFNG/NPM1/PTEN/SIRT1/SOCS1/SOCS3/STAT3/TP53",10
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","10/36","441/18903",6.3736311149502e-09,3.33818929645517e-07,1.28031712747684e-07,"AKT1/GSK3B/IFNG/NPM1/PTEN/SIRT1/SOCS1/SOCS3/STAT3/TP53",10
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","9/36","322/18903",6.78672177171025e-09,3.48200378246522e-07,1.33547521866522e-07,"AKT1/IFNG/IL10/IL23R/JAK2/KAT5/PTPN11/SOCS1/STAT5B",9
"GO:0034341","GO:0034341","response to interferon-gamma","7/36","140/18903",7.33338584882446e-09,3.55656266862035e-07,1.36407126594492e-07,"IFNG/IFNGR1/IFNGR2/IL23R/JAK2/SOCS1/TP53",7
"GO:0031647","GO:0031647","regulation of protein stability","9/36","325/18903",7.35645420717018e-09,3.55656266862035e-07,1.36407126594492e-07,"AURKA/CREBBP/EP300/HSP90AA1/MDM2/NPM1/PTEN/SIRT1/TP53",9
"GO:1901214","GO:1901214","regulation of neuron death","9/36","325/18903",7.35645420717018e-09,3.55656266862035e-07,1.36407126594492e-07,"AKT1/ATM/BCL2L1/GSK3B/IFNG/IL10/JAK2/SIRT1/TP53",9
"GO:0060416","GO:0060416","response to growth hormone","5/36","37/18903",7.82457865749369e-09,3.71150768772436e-07,1.42349832180024e-07,"AKT1/JAK2/STAT3/STAT5A/STAT5B",5
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","10/36","453/18903",8.23268285753045e-09,3.83277124145029e-07,1.47000730945378e-07,"AKT1/ATM/AURKA/BARD1/CDK2/MDM2/NPM1/PTEN/PTPN11/TP53",10
"GO:0043516","GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator","5/36","38/18903",8.99780179339855e-09,4.11281340156436e-07,1.57741367325418e-07,"ATM/MDM2/NPM1/SIRT1/TP53",5
"GO:0046209","GO:0046209","nitric oxide metabolic process","6/36","82/18903",9.71247605473063e-09,4.36020800028443e-07,1.67229850867166e-07,"AKT1/HSP90AA1/IFNG/IL10/JAK2/NOS3",6
"GO:0035264","GO:0035264","multicellular organism growth","7/36","147/18903",1.02974460179959e-08,4.53171350967856e-07,1.73807711546521e-07,"ATM/EP300/PTPN11/STAT3/STAT5A/STAT5B/TP53",7
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","6/36","83/18903",1.04550271901892e-08,4.53171350967856e-07,1.73807711546521e-07,"AKT1/HSP90AA1/IFNG/IL10/JAK2/NOS3",6
"GO:0045348","GO:0045348","positive regulation of MHC class II biosynthetic process","4/36","14/18903",1.0937697927006e-08,4.6605716251683e-07,1.78749889404772e-07,"IFNG/IL10/JAK2/SIRT1",4
"GO:0009411","GO:0009411","response to UV","7/36","149/18903",1.13109403600168e-08,4.73928401084704e-07,1.81768795960972e-07,"AKT1/CREBBP/EP300/NPM1/SIRT1/TP53/WRN",7
"GO:1903131","GO:1903131","mononuclear cell differentiation","10/36","473/18903",1.24153661587204e-08,5.11675910213493e-07,1.96246339972181e-07,"ATM/EP300/IFNG/IL10/IL23R/KAT5/SOCS1/STAT3/STAT5B/TP53",10
"GO:0010675","GO:0010675","regulation of cellular carbohydrate metabolic process","7/36","155/18903",1.48744719255097e-08,6.03135845495668e-07,2.31324554902664e-07,"AKT1/EP300/GSK3B/IRS1/SIRT1/STAT3/TP53",7
"GO:0001819","GO:0001819","positive regulation of cytokine production","10/36","486/18903",1.60559833156514e-08,6.40710191357897e-07,2.45735684496853e-07,"HSP90AA1/IFNG/IFNGR1/IL10/IL23R/JAK2/PTPN11/SIRT1/STAT3/STAT5B",10
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","10/36","490/18903",1.73521536024944e-08,6.81614283697983e-07,2.61423893090211e-07,"AKT1/IFNG/IL10/IL23R/JAK2/KAT5/PTEN/PTPN11/SOCS1/STAT5B",10
"GO:0042176","GO:0042176","regulation of protein catabolic process","9/36","361/18903",1.82728550837382e-08,7.06737810469506e-07,2.71059680270514e-07,"AKT1/AURKA/BARD1/CDK2/GSK3B/HSP90AA1/IFNG/IL10/MDM2",9
"GO:0050870","GO:0050870","positive regulation of T cell activation","8/36","251/18903",1.89714905028726e-08,7.22641320063967e-07,2.77159255193482e-07,"AKT1/IFNG/IL23R/JAK2/KAT5/PTPN11/SOCS1/STAT5B",8
"GO:0070997","GO:0070997","neuron death","9/36","368/18903",2.15649267826792e-08,8.09167551218739e-07,3.10345214971471e-07,"AKT1/ATM/BCL2L1/GSK3B/IFNG/IL10/JAK2/SIRT1/TP53",9
"GO:0045862","GO:0045862","positive regulation of proteolysis","9/36","372/18903",2.36703280327524e-08,8.75105951093227e-07,3.35634991919523e-07,"AKT1/AURKA/GSK3B/IFNG/JAK2/MDM2/PTEN/SIRT1/STAT3",9
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","9/36","374/18903",2.47889693369851e-08,9.03180708886675e-07,3.46402683641165e-07,"AKT1/BCL2L1/GSK3B/JAK2/MDM2/NOS3/PTEN/SIRT1/TP53",9
"GO:0001774","GO:0001774","microglial cell activation","5/36","47/18903",2.71608317403044e-08,9.75461871358933e-07,3.74125140964193e-07,"ATM/IFNG/IFNGR1/IFNGR2/JAK2",5
"GO:0002269","GO:0002269","leukocyte activation involved in inflammatory response","5/36","50/18903",3.73623379505801e-08,1.32294250151773e-06,5.07396613235455e-07,"ATM/IFNG/IFNGR1/IFNGR2/JAK2",5
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","8/36","275/18903",3.85334322990367e-08,1.34545901110803e-06,5.16032514414e-07,"AKT1/IFNG/IL23R/JAK2/KAT5/PTPN11/SOCS1/STAT5B",8
"GO:0045346","GO:0045346","regulation of MHC class II biosynthetic process","4/36","19/18903",4.20661394523555e-08,1.44868869292085e-06,5.55624855636015e-07,"IFNG/IL10/JAK2/SIRT1",4
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","9/36","400/18903",4.41559054815847e-08,1.50010738352303e-06,5.75345795464177e-07,"AKT1/IFNG/IL10/IL23R/JAK2/KAT5/PTPN11/SOCS1/STAT5B",9
"GO:0030099","GO:0030099","myeloid cell differentiation","9/36","407/18903",5.12288148923362e-08,1.71718987519111e-06,6.58604834264981e-07,"EP300/IFNG/IL23R/JAK2/PTPN11/SIRT1/SOCS1/STAT3/STAT5B",9
"GO:0045342","GO:0045342","MHC class II biosynthetic process","4/36","20/18903",5.25114609289146e-08,1.73702385230646e-06,6.66211886577365e-07,"IFNG/IL10/JAK2/SIRT1",4
"GO:0042116","GO:0042116","macrophage activation","6/36","109/18903",5.41376387626306e-08,1.74489774165709e-06,6.69231809805258e-07,"ATM/IFNG/IFNGR1/IFNGR2/IL10/JAK2",6
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","6/36","109/18903",5.41376387626306e-08,1.74489774165709e-06,6.69231809805258e-07,"BARD1/GSK3B/HSP90AA1/IFNG/JAK2/PTPN11",6
"GO:0061900","GO:0061900","glial cell activation","5/36","54/18903",5.54634922961469e-08,1.7650027801584e-06,6.76942824027589e-07,"ATM/IFNG/IFNGR1/IFNGR2/JAK2",5
"GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition","6/36","110/18903",5.71829060186268e-08,1.79697282163535e-06,6.89204498856081e-07,"ATM/AURKA/BARD1/CDK2/NPM1/TP53",6
"GO:0044262","GO:0044262","cellular carbohydrate metabolic process","8/36","296/18903",6.80110883425672e-08,2.11086266781746e-06,8.09592682544399e-07,"AKT1/EP300/GSK3B/IRS1/PTEN/SIRT1/STAT3/TP53",8
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","8/36","298/18903",7.1631095252057e-08,2.19610455443502e-06,8.42286049433687e-07,"AKT1/ATM/BCL2L1/EP300/JAK2/MDM2/SIRT1/TP53",8
"GO:0010332","GO:0010332","response to gamma radiation","5/36","57/18903",7.31318390176899e-08,2.21510172639123e-06,8.4957215650227e-07,"ATM/BCL2L1/MDM2/TP53/WRN",5
"GO:0001938","GO:0001938","positive regulation of endothelial cell proliferation","6/36","115/18903",7.46099667818216e-08,2.23296972011309e-06,8.56425182608378e-07,"AKT1/IL10/SIRT1/SP1/STAT3/STAT5A",6
"GO:0098586","GO:0098586","cellular response to virus","6/36","116/18903",7.85723346071065e-08,2.32389234355607e-06,8.91297318886806e-07,"HSP90AA1/IFNG/IFNGR1/IFNGR2/IL10RB/JAK2",6
"GO:0071887","GO:0071887","leukocyte apoptotic process","6/36","117/18903",8.27065751532913e-08,2.4177247666904e-06,9.27285469282924e-07,"AKT1/BCL2L1/IL10/PTEN/SIRT1/TP53",6
"GO:0071346","GO:0071346","cellular response to interferon-gamma","6/36","118/18903",8.70184831637472e-08,2.51453409969725e-06,9.64415372994464e-07,"IFNG/IFNGR1/IFNGR2/JAK2/SOCS1/TP53",6
"GO:0036293","GO:0036293","response to decreased oxygen levels","8/36","309/18903",9.46591474040011e-08,2.70423973379158e-06,1.03717439021609e-06,"AKT1/ATM/CREBBP/EP300/MDM2/PTEN/SIRT1/TP53",8
"GO:0000077","GO:0000077","DNA damage checkpoint signaling","6/36","121/18903",1.0108026048213e-07,2.81648073498942e-06,1.08022290049421e-06,"ATM/BARD1/CDK2/MDM2/PTPN11/TP53",6
"GO:0032943","GO:0032943","mononuclear cell proliferation","8/36","312/18903",1.01948984440747e-07,2.81648073498942e-06,1.08022290049421e-06,"ATM/BCL2L1/IL10/IL23R/JAK2/PTEN/STAT5B/TP53",8
"GO:2001020","GO:2001020","regulation of response to DNA damage stimulus","8/36","312/18903",1.01948984440747e-07,2.81648073498942e-06,1.08022290049421e-06,"ATM/BARD1/BCL2L1/KAT5/MDM2/NPM1/SIRT1/TP53",8
"GO:0018105","GO:0018105","peptidyl-serine phosphorylation","8/36","313/18903",1.04483961931384e-07,2.85513782929889e-06,1.09504930353716e-06,"AKT1/ATM/AURKA/CDK2/GSK3B/HSP90AA1/IFNG/PTEN",8
"GO:0045428","GO:0045428","regulation of nitric oxide biosynthetic process","5/36","62/18903",1.12251649977389e-07,3.03441557035652e-06,1.16380884413456e-06,"AKT1/HSP90AA1/IFNG/IL10/JAK2",5
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","7/36","209/18903",1.16164730297586e-07,3.10678863795885e-06,1.19156655042093e-06,"AKT1/AURKA/BARD1/GSK3B/HSP90AA1/IFNG/MDM2",7
"GO:0010948","GO:0010948","negative regulation of cell cycle process","8/36","318/18903",1.1798953780595e-07,3.12237576888589e-06,1.19754478260665e-06,"ATM/BARD1/CDK2/MDM2/NPM1/PTEN/PTPN11/TP53",8
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","9/36","450/18903",1.20618393489865e-07,3.15869417951583e-06,1.21147421531487e-06,"AKT1/IFNG/IL10/IL23R/JAK2/KAT5/PTPN11/SOCS1/STAT5B",9
"GO:0060396","GO:0060396","growth hormone receptor signaling pathway","4/36","25/18903",1.36178364088077e-07,3.49339191140229e-06,1.3398429807162e-06,"JAK2/STAT3/STAT5A/STAT5B",4
"GO:0071378","GO:0071378","cellular response to growth hormone stimulus","4/36","25/18903",1.36178364088077e-07,3.49339191140229e-06,1.3398429807162e-06,"JAK2/STAT3/STAT5A/STAT5B",4
"GO:0080164","GO:0080164","regulation of nitric oxide metabolic process","5/36","65/18903",1.42696235449062e-07,3.62361955473679e-06,1.38979002308709e-06,"AKT1/HSP90AA1/IFNG/IL10/JAK2",5
"GO:0031570","GO:0031570","DNA integrity checkpoint signaling","6/36","129/18903",1.47976196807804e-07,3.7201215877482e-06,1.42680206606262e-06,"ATM/BARD1/CDK2/MDM2/PTPN11/TP53",6
"GO:0045621","GO:0045621","positive regulation of lymphocyte differentiation","6/36","130/18903",1.54924782972952e-07,3.85624657815843e-06,1.4790109557397e-06,"IFNG/IL10/IL23R/KAT5/SOCS1/STAT5B",6
"GO:0018209","GO:0018209","peptidyl-serine modification","8/36","332/18903",1.64088142586915e-07,4.03191707271538e-06,1.54638698597634e-06,"AKT1/ATM/AURKA/CDK2/GSK3B/HSP90AA1/IFNG/PTEN",8
"GO:0050867","GO:0050867","positive regulation of cell activation","9/36","467/18903",1.65189919844743e-07,4.03191707271538e-06,1.54638698597634e-06,"AKT1/IFNG/IL10/IL23R/JAK2/KAT5/PTPN11/SOCS1/STAT5B",9
"GO:0070482","GO:0070482","response to oxygen levels","8/36","337/18903",1.83938520994061e-07,4.44636001710644e-06,1.70534094362915e-06,"AKT1/ATM/CREBBP/EP300/MDM2/PTEN/SIRT1/TP53",8
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","7/36","224/18903",1.86195274662552e-07,4.45804686192052e-06,1.70982327409421e-06,"AKT1/BCL2L1/GSK3B/IFNG/JAK2/NOS3/PTEN",7
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","8/36","339/18903",1.92437957715036e-07,4.55397414630803e-06,1.7466148800478e-06,"AKT1/EP300/IFNG/IRS1/NOS3/SIRT1/STAT3/TP53",8
"GO:1900180","GO:1900180","regulation of protein localization to nucleus","6/36","135/18903",1.93824675280413e-07,4.55397414630803e-06,1.7466148800478e-06,"AKT1/GSK3B/HSP90AA1/IFNG/JAK2/NPM1",6
"GO:0070661","GO:0070661","leukocyte proliferation","8/36","348/18903",2.34997808743944e-07,5.47022677020626e-06,2.09803111900052e-06,"ATM/BCL2L1/IL10/IL23R/JAK2/PTEN/STAT5B/TP53",8
"GO:0046626","GO:0046626","regulation of insulin receptor signaling pathway","5/36","72/18903",2.39410903570369e-07,5.4716273779628e-06,2.09856830306659e-06,"IRS1/PTPN11/SIRT1/SOCS1/SOCS3",5
"GO:1900076","GO:1900076","regulation of cellular response to insulin stimulus","5/36","72/18903",2.39410903570369e-07,5.4716273779628e-06,2.09856830306659e-06,"IRS1/PTPN11/SIRT1/SOCS1/SOCS3",5
"GO:0031571","GO:0031571","mitotic G1 DNA damage checkpoint signaling","4/36","29/18903",2.542994600331e-07,5.75953912183076e-06,2.20899293874177e-06,"ATM/CDK2/MDM2/TP53",4
"GO:0150076","GO:0150076","neuroinflammatory response","5/36","73/18903",2.56663176269335e-07,5.7611716530456e-06,2.20961907389766e-06,"ATM/IFNG/IFNGR1/IFNGR2/JAK2",5
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","8/36","354/18903",2.67661684342937e-07,5.95488030476233e-06,2.28391339411393e-06,"AKT1/ATM/AURKA/BARD1/CDK2/MDM2/PTEN/TP53",8
"GO:0033674","GO:0033674","positive regulation of kinase activity","9/36","496/18903",2.74772394754909e-07,6.05945438959511e-06,2.32402136283931e-06,"AKT1/HSP90AA1/IFNG/IL23R/IRS1/JAK2/NPM1/SIRT1/SOCS1",9
"GO:0044819","GO:0044819","mitotic G1/S transition checkpoint signaling","4/36","30/18903",2.93025119504094e-07,6.3742350550512e-06,2.44475120815094e-06,"ATM/CDK2/MDM2/TP53",4
"GO:0043536","GO:0043536","positive regulation of blood vessel endothelial cell migration","5/36","75/18903",2.94117448840867e-07,6.3742350550512e-06,2.44475120815094e-06,"AKT1/NOS3/SIRT1/SP1/STAT5A",5
"GO:0045787","GO:0045787","positive regulation of cell cycle","8/36","362/18903",3.17227028026823e-07,6.81631408939687e-06,2.61430461243878e-06,"AKT1/AURKA/IL10/KAT5/MDM2/NPM1/PTPN11/STAT5B",8
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation","7/36","243/18903",3.23272949855333e-07,6.88735759268057e-06,2.64155238240397e-06,"ATM/BCL2L1/IL10/IL23R/JAK2/PTEN/STAT5B",7
"GO:0010631","GO:0010631","epithelial cell migration","8/36","366/18903",3.4483229769665e-07,7.28494450764184e-06,2.79404143909891e-06,"AKT1/IFNG/NOS3/PTEN/PTPN11/SIRT1/SP1/STAT5A",8
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","7/36","246/18903",3.51217404500265e-07,7.35800462428054e-06,2.82206265370388e-06,"ATM/BARD1/CDK2/IL10/MDM2/PTEN/TP53",7
"GO:0010821","GO:0010821","regulation of mitochondrion organization","6/36","150/18903",3.61423445819472e-07,7.50924415529052e-06,2.88006851997074e-06,"AKT1/AURKA/BCL2L1/EP300/GSK3B/TP53",6
