"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0061900","GO:0061900","glial cell activation","2/6","54/18903",0.000119270816024984,0.00182414189214682,0.000664667086207343,"IFNGR1/IFNGR2",2
"GO:0002237","GO:0002237","response to molecule of bacterial origin","3/6","360/18903",0.000131284773754047,0.00189633562089178,0.00069097249344235,"IL10RA/IL23R/THPO",3
"GO:0150076","GO:0150076","neuroinflammatory response","2/6","73/18903",0.000218451024869892,0.00298932981400905,0.00108922948688589,"IFNGR1/IFNGR2",2
"GO:0045639","GO:0045639","positive regulation of myeloid cell differentiation","2/6","103/18903",0.000434804819513934,0.00565246265368114,0.00205960177664495,"IL23R/THPO",2
"GO:0042116","GO:0042116","macrophage activation","2/6","109/18903",0.000486786701505961,0.00602688297102618,0.00219603023235772,"IFNGR1/IFNGR2",2
"GO:0071346","GO:0071346","cellular response to interferon-gamma","2/6","118/18903",0.000570168838968284,0.00673835900598881,0.00245527251230362,"IFNGR1/IFNGR2",2
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","2/6","214/18903",0.00185705692134602,0.0209928173717376,0.00764920471034974,"IL23R/THPO",2
"GO:0002274","GO:0002274","myeloid leukocyte activation","2/6","237/18903",0.00227130733111857,0.0246058294204512,0.00896568683336279,"IFNGR1/IFNGR2",2
"GO:0032819","GO:0032819","positive regulation of natural killer cell proliferation","1/6","10/18903",0.00317032319109012,0.0315042397506746,0.0114792776419462,"IL23R",1
"GO:0045654","GO:0045654","positive regulation of megakaryocyte differentiation","1/6","11/18903",0.00348689430530447,0.0315042397506746,0.0114792776419462,"THPO",1
"GO:0051133","GO:0051133","regulation of NK T cell activation","1/6","11/18903",0.00348689430530447,0.0315042397506746,0.0114792776419462,"IL23R",1
"GO:1900222","GO:1900222","negative regulation of amyloid-beta clearance","1/6","11/18903",0.00348689430530447,0.0315042397506746,0.0114792776419462,"IFNGR1",1
"GO:0010455","GO:0010455","positive regulation of cell fate commitment","1/6","12/18903",0.00380338163508276,0.0315042397506746,0.0114792776419462,"IL23R",1
"GO:0032817","GO:0032817","regulation of natural killer cell proliferation","1/6","12/18903",0.00380338163508276,0.0315042397506746,0.0114792776419462,"IL23R",1
"GO:0043380","GO:0043380","regulation of memory T cell differentiation","1/6","12/18903",0.00380338163508276,0.0315042397506746,0.0114792776419462,"IL23R",1
"GO:0043379","GO:0043379","memory T cell differentiation","1/6","13/18903",0.00411978519816514,0.0315042397506746,0.0114792776419462,"IL23R",1
"GO:0051132","GO:0051132","NK T cell activation","1/6","13/18903",0.00411978519816514,0.0315042397506746,0.0114792776419462,"IL23R",1
"GO:1901857","GO:1901857","positive regulation of cellular respiration","1/6","13/18903",0.00411978519816514,0.0315042397506746,0.0114792776419462,"IL10RB",1
"GO:0072540","GO:0072540","T-helper 17 cell lineage commitment","1/6","14/18903",0.00443610501228953,0.0316822739679412,0.0115441484093713,"IL23R",1
"GO:0090715","GO:0090715","immunological memory formation process","1/6","14/18903",0.00443610501228953,0.0316822739679412,0.0115441484093713,"IL23R",1
"GO:0001787","GO:0001787","natural killer cell proliferation","1/6","15/18903",0.00475234109519118,0.0316822739679412,0.0115441484093713,"IL23R",1
"GO:0032725","GO:0032725","positive regulation of granulocyte macrophage colony-stimulating factor production","1/6","15/18903",0.00475234109519118,0.0316822739679412,0.0115441484093713,"IL23R",1
"GO:0042976","GO:0042976","activation of Janus kinase activity","1/6","15/18903",0.00475234109519118,0.0316822739679412,0.0115441484093713,"IL23R",1
"GO:1902033","GO:1902033","regulation of hematopoietic stem cell proliferation","1/6","16/18903",0.0050684934646017,0.0321416658730839,0.0117115381723788,"THPO",1
"GO:2000318","GO:2000318","positive regulation of T-helper 17 type immune response","1/6","16/18903",0.0050684934646017,0.0321416658730839,0.0117115381723788,"IL23R",1
"GO:0090713","GO:0090713","immunological memory process","1/6","17/18903",0.00538456213825089,0.0322204838001073,0.0117402572550998,"IL23R",1
"GO:0002295","GO:0002295","T-helper cell lineage commitment","1/6","18/18903",0.00570054713386514,0.0322204838001073,0.0117402572550998,"IL23R",1
"GO:0002827","GO:0002827","positive regulation of T-helper 1 type immune response","1/6","18/18903",0.00570054713386514,0.0322204838001073,0.0117402572550998,"IL23R",1
"GO:0032604","GO:0032604","granulocyte macrophage colony-stimulating factor production","1/6","18/18903",0.00570054713386514,0.0322204838001073,0.0117402572550998,"IL23R",1
"GO:0032645","GO:0032645","regulation of granulocyte macrophage colony-stimulating factor production","1/6","18/18903",0.00570054713386514,0.0322204838001073,0.0117402572550998,"IL23R",1
"GO:1900221","GO:1900221","regulation of amyloid-beta clearance","1/6","20/18903",0.00633226616188065,0.033203448526793,0.012098422540127,"IFNGR1",1
"GO:1902004","GO:1902004","positive regulation of amyloid-beta formation","1/6","20/18903",0.00633226616188065,0.033203448526793,0.012098422540127,"IFNGR1",1
"GO:0030099","GO:0030099","myeloid cell differentiation","2/6","407/18903",0.00655006785727355,0.033203448526793,0.012098422540127,"IL23R/THPO",2
"GO:0043373","GO:0043373","CD4-positive, alpha-beta T cell lineage commitment","1/6","21/18903",0.00664800022972112,0.033203448526793,0.012098422540127,"IL23R",1
"GO:2000319","GO:2000319","regulation of T-helper 17 cell differentiation","1/6","21/18903",0.00664800022972112,0.033203448526793,0.012098422540127,"IL23R",1
"GO:1903706","GO:1903706","regulation of hemopoiesis","2/6","413/18903",0.00673909649581258,0.033203448526793,0.012098422540127,"IL23R/THPO",2
"GO:0035855","GO:0035855","megakaryocyte development","1/6","22/18903",0.00696365069040439,0.033203448526793,0.012098422540127,"THPO",1
"GO:2000310","GO:2000310","regulation of NMDA receptor activity","1/6","22/18903",0.00696365069040439,0.033203448526793,0.012098422540127,"IFNGR2",1
"GO:0002363","GO:0002363","alpha-beta T cell lineage commitment","1/6","23/18903",0.00727921756164307,0.033203448526793,0.012098422540127,"IL23R",1
"GO:0045624","GO:0045624","positive regulation of T-helper cell differentiation","1/6","23/18903",0.00727921756164307,0.033203448526793,0.012098422540127,"IL23R",1
"GO:0048143","GO:0048143","astrocyte activation","1/6","23/18903",0.00727921756164307,0.033203448526793,0.012098422540127,"IFNGR1",1
"GO:0043369","GO:0043369","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","1/6","24/18903",0.00759470086114666,0.0337151829134723,0.0122848844623988,"IL23R",1
"GO:0032693","GO:0032693","negative regulation of interleukin-10 production","1/6","25/18903",0.00791010060662234,0.0337151829134723,0.0122848844623988,"IL23R",1
"GO:0032816","GO:0032816","positive regulation of natural killer cell activation","1/6","25/18903",0.00791010060662234,0.0337151829134723,0.0122848844623988,"IL23R",1
"GO:1902993","GO:1902993","positive regulation of amyloid precursor protein catabolic process","1/6","25/18903",0.00791010060662234,0.0337151829134723,0.0122848844623988,"IFNGR1",1
"GO:0045672","GO:0045672","positive regulation of osteoclast differentiation","1/6","26/18903",0.00822541681577382,0.034493683420987,0.0125685486149345,"IL23R",1
"GO:0032740","GO:0032740","positive regulation of interleukin-17 production","1/6","27/18903",0.0085406495063024,0.0352471249466448,0.0128430819643645,"IL23R",1
"GO:0042104","GO:0042104","positive regulation of activated T cell proliferation","1/6","29/18903",0.00917086440228065,0.0358900537097042,0.0130773475055602,"IL23R",1
"GO:0001819","GO:0001819","positive regulation of cytokine production","2/6","486/18903",0.00923879541603211,0.0358900537097042,0.0130773475055602,"IFNGR1/IL23R",2
"GO:0002360","GO:0002360","T cell lineage commitment","1/6","30/18903",0.00948584664311936,0.0358900537097042,0.0130773475055602,"IL23R",1
"GO:0002825","GO:0002825","regulation of T-helper 1 type immune response","1/6","30/18903",0.00948584664311936,0.0358900537097042,0.0130773475055602,"IL23R",1
"GO:0072539","GO:0072539","T-helper 17 cell differentiation","1/6","30/18903",0.00948584664311936,0.0358900537097042,0.0130773475055602,"IL23R",1
"GO:0001916","GO:0001916","positive regulation of T cell mediated cytotoxicity","1/6","31/18903",0.00980074543611154,0.0358900537097042,0.0130773475055602,"IL23R",1
"GO:0002230","GO:0002230","positive regulation of defense response to virus by host","1/6","31/18903",0.00980074543611154,0.0358900537097042,0.0130773475055602,"IL23R",1
"GO:2000316","GO:2000316","regulation of T-helper 17 type immune response","1/6","31/18903",0.00980074543611154,0.0358900537097042,0.0130773475055602,"IL23R",1
"GO:0043372","GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","1/6","35/18903",0.0110595064833169,0.0393900230912656,0.0143526399927688,"IL23R",1
"GO:0071425","GO:0071425","hematopoietic stem cell proliferation","1/6","35/18903",0.0110595064833169,0.0393900230912656,0.0143526399927688,"THPO",1
"GO:0043368","GO:0043368","positive T cell selection","1/6","38/18903",0.012002701932723,0.0415346230240375,0.0151340731666533,"IL23R",1
"GO:0045652","GO:0045652","regulation of megakaryocyte differentiation","1/6","38/18903",0.012002701932723,0.0415346230240375,0.0151340731666533,"THPO",1
"GO:0097242","GO:0097242","amyloid-beta clearance","1/6","39/18903",0.0123169337794448,0.0415346230240375,0.0151340731666533,"IFNGR1",1
"GO:0098751","GO:0098751","bone cell development","1/6","40/18903",0.0126310823374027,0.0415346230240375,0.0151340731666533,"THPO",1
"GO:0001914","GO:0001914","regulation of T cell mediated cytotoxicity","1/6","41/18903",0.0129451476242594,0.0415346230240375,0.0151340731666533,"IL23R",1
"GO:0010453","GO:0010453","regulation of cell fate commitment","1/6","42/18903",0.0132591296576735,0.0415346230240375,0.0151340731666533,"IL23R",1
"GO:0014002","GO:0014002","astrocyte development","1/6","42/18903",0.0132591296576735,0.0415346230240375,0.0151340731666533,"IFNGR1",1
"GO:0032735","GO:0032735","positive regulation of interleukin-12 production","1/6","42/18903",0.0132591296576735,0.0415346230240375,0.0151340731666533,"IL23R",1
"GO:0032814","GO:0032814","regulation of natural killer cell activation","1/6","42/18903",0.0132591296576735,0.0415346230240375,0.0151340731666533,"IL23R",1
"GO:0050691","GO:0050691","regulation of defense response to virus by host","1/6","42/18903",0.0132591296576735,0.0415346230240375,0.0151340731666533,"IL23R",1
"GO:0045622","GO:0045622","regulation of T-helper cell differentiation","1/6","43/18903",0.0135730284553008,0.0420117547425978,0.0153079268292867,"IL23R",1
"GO:0072538","GO:0072538","T-helper 17 type immune response","1/6","44/18903",0.0138868440347956,0.0424011085235525,0.0154497966280151,"IL23R",1
"GO:2000516","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","1/6","45/18903",0.0142005764138079,0.0424011085235525,0.0154497966280151,"IL23R",1
"GO:0042088","GO:0042088","T-helper 1 type immune response","1/6","46/18903",0.0145142256099853,0.0424011085235525,0.0154497966280151,"IL23R",1
"GO:0046006","GO:0046006","regulation of activated T cell proliferation","1/6","46/18903",0.0145142256099853,0.0424011085235525,0.0154497966280151,"IL23R",1
"GO:2000273","GO:2000273","positive regulation of signaling receptor activity","1/6","46/18903",0.0145142256099853,0.0424011085235525,0.0154497966280151,"IFNGR2",1
"GO:0032620","GO:0032620","interleukin-17 production","1/6","48/18903",0.0151412745244139,0.0427469714070853,0.0155758195410432,"IL23R",1
"GO:0032660","GO:0032660","regulation of interleukin-17 production","1/6","48/18903",0.0151412745244139,0.0427469714070853,0.0155758195410432,"IL23R",1
"GO:1902003","GO:1902003","regulation of amyloid-beta formation","1/6","48/18903",0.0151412745244139,0.0427469714070853,0.0155758195410432,"IFNGR1",1
"GO:0043457","GO:0043457","regulation of cellular respiration","1/6","49/18903",0.0154546742779462,0.0427469714070853,0.0155758195410432,"IL10RB",1
"GO:0050798","GO:0050798","activated T cell proliferation","1/6","49/18903",0.0154546742779462,0.0427469714070853,0.0155758195410432,"IL23R",1
"GO:0001913","GO:0001913","T cell mediated cytotoxicity","1/6","51/18903",0.0160812244658302,0.0435533162616233,0.0158696294070692,"IL23R",1
"GO:0045058","GO:0045058","T cell selection","1/6","51/18903",0.0160812244658302,0.0435533162616233,0.0158696294070692,"IL23R",1
"GO:0046638","GO:0046638","positive regulation of alpha-beta T cell differentiation","1/6","53/18903",0.0167074423456838,0.0447828351533792,0.016317632242122,"IL23R",1
"GO:1902991","GO:1902991","regulation of amyloid precursor protein catabolic process","1/6","55/18903",0.0173333280585213,0.0454257233965797,0.0165518830189966,"IFNGR1",1
"GO:2000648","GO:2000648","positive regulation of stem cell proliferation","1/6","55/18903",0.0173333280585213,0.0454257233965797,0.0165518830189966,"THPO",1
"GO:0034205","GO:0034205","amyloid-beta formation","1/6","56/18903",0.0176461463963636,0.0454257233965797,0.0165518830189966,"IFNGR1",1
"GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","1/6","56/18903",0.0176461463963636,0.0454257233965797,0.0165518830189966,"IL23R",1
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","1/6","59/18903",0.0185841035469781,0.0469113293418866,0.0170931969261935,"IL23R",1
"GO:0002763","GO:0002763","positive regulation of myeloid leukocyte differentiation","1/6","59/18903",0.0185841035469781,0.0469113293418866,0.0170931969261935,"IL23R",1
"GO:0002711","GO:0002711","positive regulation of T cell mediated immunity","1/6","60/18903",0.0188965900349171,0.0472414750872927,0.0172134929467868,"IL23R",1
"GO:0099601","GO:0099601","regulation of neurotransmitter receptor activity","1/6","62/18903",0.0195213142730338,0.0479509445828595,0.0174720040990176,"IFNGR2",1
"GO:0032615","GO:0032615","interleukin-12 production","1/6","63/18903",0.0198335520584144,0.0479509445828595,0.0174720040990176,"IL23R",1
"GO:0032655","GO:0032655","regulation of interleukin-12 production","1/6","63/18903",0.0198335520584144,0.0479509445828595,0.0174720040990176,"IL23R",1
"GO:0032613","GO:0032613","interleukin-10 production","1/6","65/18903",0.0204577790498083,0.0479509445828595,0.0174720040990176,"IL23R",1
"GO:0032653","GO:0032653","regulation of interleukin-10 production","1/6","65/18903",0.0204577790498083,0.0479509445828595,0.0174720040990176,"IL23R",1
"GO:0050435","GO:0050435","amyloid-beta metabolic process","1/6","65/18903",0.0204577790498083,0.0479509445828595,0.0174720040990176,"IFNGR1",1
"GO:0030219","GO:0030219","megakaryocyte differentiation","1/6","66/18903",0.0207697682910069,0.0479509445828595,0.0174720040990176,"THPO",1
"GO:0031343","GO:0031343","positive regulation of cell killing","1/6","66/18903",0.0207697682910069,0.0479509445828595,0.0174720040990176,"IL23R",1
"GO:0042531","GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","1/6","67/18903",0.0210816747193262,0.0479509445828595,0.0174720040990176,"IL23R",1
"GO:0042093","GO:0042093","T-helper cell differentiation","1/6","68/18903",0.0213934983523527,0.0479509445828595,0.0174720040990176,"IL23R",1
"GO:0042987","GO:0042987","amyloid precursor protein catabolic process","1/6","68/18903",0.0213934983523527,0.0479509445828595,0.0174720040990176,"IFNGR1",1
"GO:0045670","GO:0045670","regulation of osteoclast differentiation","1/6","68/18903",0.0213934983523527,0.0479509445828595,0.0174720040990176,"IL23R",1
"GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","1/6","70/18903",0.0220168973028563,0.0487848982388888,0.0177758738522267,"IL23R",1
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","1/6","71/18903",0.0223284726554914,0.0487848982388888,0.0177758738522267,"IL23R",1
"GO:0002293","GO:0002293","alpha-beta T cell differentiation involved in immune response","1/6","71/18903",0.0223284726554914,0.0487848982388888,0.0177758738522267,"IL23R",1
"GO:0046635","GO:0046635","positive regulation of alpha-beta T cell activation","1/6","73/18903",0.0229513752034042,0.0493170045692982,0.0179697587499467,"IL23R",1
"GO:0046637","GO:0046637","regulation of alpha-beta T cell differentiation","1/6","73/18903",0.0229513752034042,0.0493170045692982,0.0179697587499467,"IL23R",1
"GO:0050688","GO:0050688","regulation of defense response to virus","1/6","74/18903",0.0232627024338223,0.0495762510884738,0.0180642210443832,"IL23R",1
