"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008361","GO:0008361","regulation of cell size","4/8","183/18903",5.77270084062369e-07,4.61305828827381e-05,1.18734969699068e-05,"GSK3B/HSP90AA1/PTEN/SLC9A3R1",4
"GO:0032881","GO:0032881","regulation of polysaccharide metabolic process","3/8","44/18903",6.53581597905744e-07,4.61305828827381e-05,1.18734969699068e-05,"AKT1/GSK3B/IRS1",3
"GO:0051896","GO:0051896","regulation of protein kinase B signaling","4/8","189/18903",6.56803513443375e-07,4.61305828827381e-05,1.18734969699068e-05,"HSP90AA1/PHLPP1/PTEN/SLC9A3R1",4
"GO:0005978","GO:0005978","glycogen biosynthetic process","3/8","45/18903",7.00126890294507e-07,4.61305828827381e-05,1.18734969699068e-05,"AKT1/GSK3B/IRS1",3
"GO:0009250","GO:0009250","glucan biosynthetic process","3/8","45/18903",7.00126890294507e-07,4.61305828827381e-05,1.18734969699068e-05,"AKT1/GSK3B/IRS1",3
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","4/8","209/18903",9.8180890008617e-07,6.12855450264315e-05,1.57742150152349e-05,"AKT1/GSK3B/HSP90AA1/MDM2",4
"GO:1903050","GO:1903050","regulation of proteolysis involved in protein catabolic process","4/8","227/18903",1.3652441714176e-06,8.09589793650638e-05,2.0837937353216e-05,"AKT1/GSK3B/MDM2/PTEN",4
"GO:0051898","GO:0051898","negative regulation of protein kinase B signaling","3/8","58/18903",1.51849060121297e-06,8.57585644304087e-05,2.2073296959988e-05,"PHLPP1/PTEN/SLC9A3R1",3
"GO:0033692","GO:0033692","cellular polysaccharide biosynthetic process","3/8","66/18903",2.24837060810876e-06,0.000121207615509863,3.11974869067723e-05,"AKT1/GSK3B/IRS1",3
"GO:0000271","GO:0000271","polysaccharide biosynthetic process","3/8","73/18903",3.05168661446227e-06,0.000157247980025003,4.04738743296803e-05,"AKT1/GSK3B/IRS1",3
"GO:0005977","GO:0005977","glycogen metabolic process","3/8","75/18903",3.31184010377802e-06,0.000157247980025003,4.04738743296803e-05,"AKT1/GSK3B/IRS1",3
"GO:0006073","GO:0006073","cellular glucan metabolic process","3/8","76/18903",3.4472575722176e-06,0.000157247980025003,4.04738743296803e-05,"AKT1/GSK3B/IRS1",3
"GO:0044042","GO:0044042","glucan metabolic process","3/8","76/18903",3.4472575722176e-06,0.000157247980025003,4.04738743296803e-05,"AKT1/GSK3B/IRS1",3
"GO:0034637","GO:0034637","cellular carbohydrate biosynthetic process","3/8","78/18903",3.72900833420679e-06,0.000163800143865528,4.2160328145028e-05,"AKT1/GSK3B/IRS1",3
"GO:0044262","GO:0044262","cellular carbohydrate metabolic process","4/8","296/18903",3.92510381923511e-06,0.000166256183200458,4.27924852473001e-05,"AKT1/GSK3B/IRS1/PTEN",4
"GO:0034504","GO:0034504","protein localization to nucleus","4/8","306/18903",4.47833304106291e-06,0.000183148378851745,4.71403478006622e-05,"AKT1/GSK3B/HSP90AA1/MDM2",4
"GO:0018105","GO:0018105","peptidyl-serine phosphorylation","4/8","313/18903",4.89868221176101e-06,0.000193661236771619,4.9846240049498e-05,"AKT1/GSK3B/HSP90AA1/PTEN",4
"GO:0006112","GO:0006112","energy reserve metabolic process","3/8","88/18903",5.36822900602831e-06,0.000205378051649986,5.28620173768492e-05,"AKT1/GSK3B/IRS1",3
"GO:0018209","GO:0018209","peptidyl-serine modification","4/8","332/18903",6.18757205613674e-06,0.000229326889330568,5.90261807986729e-05,"AKT1/GSK3B/HSP90AA1/PTEN",4
"GO:0032436","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","3/8","94/18903",6.54954155609348e-06,0.000235386554106875,6.05858708538153e-05,"AKT1/GSK3B/MDM2",3
"GO:0044264","GO:0044264","cellular polysaccharide metabolic process","3/8","99/18903",7.65619911963507e-06,0.000267066239879035,6.87398682567855e-05,"AKT1/GSK3B/IRS1",3
"GO:0042176","GO:0042176","regulation of protein catabolic process","4/8","361/18903",8.61929102332193e-06,0.000284168204282841,7.31417229449044e-05,"AKT1/GSK3B/HSP90AA1/MDM2",4
"GO:0043255","GO:0043255","regulation of carbohydrate biosynthetic process","3/8","103/18903",8.6256790507439e-06,0.000284168204282841,7.31417229449044e-05,"AKT1/GSK3B/IRS1",3
"GO:0032535","GO:0032535","regulation of cellular component size","4/8","367/18903",9.19980407914425e-06,0.000294891017239597,7.59016552760123e-05,"GSK3B/HSP90AA1/PTEN/SLC9A3R1",4
"GO:0045862","GO:0045862","positive regulation of proteolysis","4/8","372/18903",9.70530949518395e-06,0.000298289098996385,7.67762835794371e-05,"AKT1/GSK3B/MDM2/PTEN",4
"GO:1901653","GO:1901653","cellular response to peptide","4/8","373/18903",9.8088320917867e-06,0.000298289098996385,7.67762835794371e-05,"AKT1/GSK3B/IRS1/MDM2",4
"GO:0005976","GO:0005976","polysaccharide metabolic process","3/8","110/18903",1.05116866720416e-05,0.000311671509826032,8.02207667076855e-05,"AKT1/GSK3B/IRS1",3
"GO:0009408","GO:0009408","response to heat","3/8","114/18903",1.17026706993494e-05,0.00033852115730313,8.71315661825754e-05,"AKT1/GSK3B/HSP90AA1",3
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","3/8","118/18903",1.29796709824318e-05,0.000366521185361049,9.43384607745666e-05,"AKT1/GSK3B/MDM2",3
"GO:0008286","GO:0008286","insulin receptor signaling pathway","3/8","122/18903",1.43455892186524e-05,0.000395671367751667,0.000101841392249919,"AKT1/GSK3B/IRS1",3
"GO:0060079","GO:0060079","excitatory postsynaptic potential","3/8","124/18903",1.50627967187969e-05,0.000406010838829389,0.00010450265666151,"AKT1/GSK3B/PTEN",3
"GO:0045725","GO:0045725","positive regulation of glycogen biosynthetic process","2/8","15/18903",1.64113304645307e-05,0.000432529731798521,0.000111328323619039,"AKT1/IRS1",2
"GO:0099565","GO:0099565","chemical synaptic transmission, postsynaptic","3/8","130/18903",1.73557382584468e-05,0.000447476208141694,0.00011517537974713,"AKT1/GSK3B/PTEN",3
"GO:0070875","GO:0070875","positive regulation of glycogen metabolic process","2/8","16/18903",1.8751836291144e-05,0.000469599774333878,0.000120869738667635,"AKT1/IRS1",2
"GO:0043467","GO:0043467","regulation of generation of precursor metabolites and energy","3/8","134/18903",1.90057244249799e-05,0.000469599774333878,0.000120869738667635,"AKT1/GSK3B/IRS1",3
"GO:1900180","GO:1900180","regulation of protein localization to nucleus","3/8","135/18903",1.94338013145587e-05,0.000470377313450339,0.000121069868554716,"AKT1/GSK3B/HSP90AA1",3
"GO:0032434","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","3/8","141/18903",2.21365738818036e-05,0.000525079532476382,0.000135149608962591,"AKT1/GSK3B/MDM2",3
"GO:0033135","GO:0033135","regulation of peptidyl-serine phosphorylation","3/8","143/18903",2.30897324028704e-05,0.000536949463329495,0.000138204796632248,"AKT1/HSP90AA1/PTEN",3
"GO:0043217","GO:0043217","myelin maintenance","2/8","18/18903",2.38984709023031e-05,0.000538614071083092,0.000138633248082095,"AKT1/PTEN",2
"GO:0060078","GO:0060078","regulation of postsynaptic membrane potential","3/8","145/18903",2.406960014115e-05,0.000538614071083092,0.000138633248082095,"AKT1/GSK3B/PTEN",3
"GO:0051051","GO:0051051","negative regulation of transport","4/8","479/18903",2.62881507831339e-05,0.000565561083052277,0.00014556910809014,"AKT1/IRS1/PTEN/SLC9A3R1",4
"GO:0030010","GO:0030010","establishment of cell polarity","3/8","150/18903",2.66384461948102e-05,0.000565561083052277,0.00014556910809014,"GSK3B/HSP90AA1/SLC9A3R1",3
"GO:0014067","GO:0014067","negative regulation of phosphatidylinositol 3-kinase signaling","2/8","19/18903",2.67044018979153e-05,0.000565561083052277,0.00014556910809014,"PTEN/SLC9A3R1",2
"GO:0010675","GO:0010675","regulation of cellular carbohydrate metabolic process","3/8","155/18903",2.93819581424934e-05,0.000586383639920564,0.000150928601736898,"AKT1/GSK3B/IRS1",3
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway","3/8","155/18903",2.93819581424934e-05,0.000586383639920564,0.000150928601736898,"AKT1/GSK3B/PTEN",3
"GO:0030011","GO:0030011","maintenance of cell polarity","2/8","20/18903",2.96652768931145e-05,0.000586383639920564,0.000150928601736898,"GSK3B/SLC9A3R1",2
"GO:0031998","GO:0031998","regulation of fatty acid beta-oxidation","2/8","20/18903",2.96652768931145e-05,0.000586383639920564,0.000150928601736898,"AKT1/IRS1",2
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","3/8","159/18903",3.17062219956975e-05,0.000616452119457332,0.00015866789264456,"AKT1/MDM2/PTEN",3
"GO:0007009","GO:0007009","plasma membrane organization","3/8","166/18903",3.60595640866665e-05,0.000689784564625589,0.000177542845248443,"AKT1/PTEN/SLC9A3R1",3
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","3/8","172/18903",4.00902264725258e-05,0.000754714422165327,0.000194255065614578,"AKT1/MDM2/SLC9A3R1",3
"GO:0071453","GO:0071453","cellular response to oxygen levels","3/8","175/18903",4.2212261177333e-05,0.000782245964942453,0.000201341377326095,"AKT1/MDM2/PTEN",3
"GO:0003323","GO:0003323","type B pancreatic cell development","2/8","25/18903",4.67903553706263e-05,0.000853744022608658,0.000219744179068528,"AKT1/GSK3B",2
"GO:2000045","GO:2000045","regulation of G1/S transition of mitotic cell cycle","3/8","185/18903",4.98172380685183e-05,0.000882938881147533,0.000227258609685617,"AKT1/MDM2/PTEN",3
"GO:0006109","GO:0006109","regulation of carbohydrate metabolic process","3/8","186/18903",5.06238144334167e-05,0.000882938881147533,0.000227258609685617,"AKT1/GSK3B/IRS1",3
"GO:0009266","GO:0009266","response to temperature stimulus","3/8","186/18903",5.06238144334167e-05,0.000882938881147533,0.000227258609685617,"AKT1/GSK3B/HSP90AA1",3
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","3/8","194/18903",5.7387785618566e-05,0.000986404547008975,0.000253889516847966,"AKT1/GSK3B/MDM2",3
"GO:0032869","GO:0032869","cellular response to insulin stimulus","3/8","208/18903",7.0606822158119e-05,0.00118022041125228,0.000303775556282205,"AKT1/GSK3B/IRS1",3
"GO:0003309","GO:0003309","type B pancreatic cell differentiation","2/8","31/18903",7.24329781744957e-05,0.00118022041125228,0.000303775556282205,"AKT1/GSK3B",2
"GO:0007623","GO:0007623","circadian rhythm","3/8","210/18903",7.26442580281756e-05,0.00118022041125228,0.000303775556282205,"GSK3B/PHLPP1/PTEN",3
"GO:0031396","GO:0031396","regulation of protein ubiquitination","3/8","210/18903",7.26442580281756e-05,0.00118022041125228,0.000303775556282205,"AKT1/HSP90AA1/PTEN",3
"GO:0016051","GO:0016051","carbohydrate biosynthetic process","3/8","212/18903",7.4719952883661e-05,0.00118244593331024,0.000304348380811191,"AKT1/GSK3B/IRS1",3
"GO:0030258","GO:0030258","lipid modification","3/8","213/18903",7.57722520502346e-05,0.00118244593331024,0.000304348380811191,"AKT1/IRS1/PTEN",3
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","3/8","213/18903",7.57722520502346e-05,0.00118244593331024,0.000304348380811191,"AKT1/MDM2/PTEN",3
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","3/8","224/18903",8.79962640747388e-05,0.00135537102847585,0.000348857369537584,"AKT1/GSK3B/PTEN",3
"GO:0046320","GO:0046320","regulation of fatty acid oxidation","2/8","36/18903",9.80311631793836e-05,0.00145152536047583,0.000373606420997594,"AKT1/IRS1",2
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","3/8","233/18903",9.89084911771499e-05,0.00145152536047583,0.000373606420997594,"AKT1/GSK3B/MDM2",3
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","3/8","234/18903",0.0001001730042581,0.00145152536047583,0.000373606420997594,"GSK3B/HSP90AA1/SLC9A3R1",3
"GO:0002068","GO:0002068","glandular epithelial cell development","2/8","37/18903",0.00010361100237207,0.00145152536047583,0.000373606420997594,"AKT1/GSK3B",2
"GO:0021955","GO:0021955","central nervous system neuron axonogenesis","2/8","37/18903",0.00010361100237207,0.00145152536047583,0.000373606420997594,"HSP90AA1/PTEN",2
"GO:0035883","GO:0035883","enteroendocrine cell differentiation","2/8","37/18903",0.00010361100237207,0.00145152536047583,0.000373606420997594,"AKT1/GSK3B",2
"GO:0046326","GO:0046326","positive regulation of glucose import","2/8","37/18903",0.00010361100237207,0.00145152536047583,0.000373606420997594,"AKT1/IRS1",2
"GO:0034764","GO:0034764","positive regulation of transmembrane transport","3/8","237/18903",0.000104030063777778,0.00145152536047583,0.000373606420997594,"AKT1/IRS1/SLC9A3R1",3
"GO:0048009","GO:0048009","insulin-like growth factor receptor signaling pathway","2/8","38/18903",0.00010934401323441,0.00150793022902337,0.000388124404381625,"AKT1/IRS1",2
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","3/8","246/18903",0.000116182492605845,0.00158382110609807,0.000407657868792439,"MDM2/PTEN/SLC9A3R1",3
"GO:0007212","GO:0007212","dopamine receptor signaling pathway","2/8","40/18903",0.00012126915764413,0.00160596368217251,0.000413357120644384,"GSK3B/SLC9A3R1",2
"GO:0010762","GO:0010762","regulation of fibroblast migration","2/8","40/18903",0.00012126915764413,0.00160596368217251,0.000413357120644384,"AKT1/SLC9A3R1",2
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","3/8","250/18903",0.000121869082121017,0.00160596368217251,0.000413357120644384,"AKT1/MDM2/PTEN",3
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","3/8","252/18903",0.000124779481102964,0.00162624686360566,0.000418577785076454,"AKT1/HSP90AA1/PTEN",3
"GO:0010907","GO:0010907","positive regulation of glucose metabolic process","2/8","42/18903",0.000133805812151504,0.00170638379797509,0.000439204137226215,"AKT1/IRS1",2
"GO:0045429","GO:0045429","positive regulation of nitric oxide biosynthetic process","2/8","42/18903",0.000133805812151504,0.00170638379797509,0.000439204137226215,"AKT1/HSP90AA1",2
"GO:0010828","GO:0010828","positive regulation of glucose transmembrane transport","2/8","44/18903",0.000146953193124521,0.00183459460048087,0.0004722041662727,"AKT1/IRS1",2
"GO:1904407","GO:1904407","positive regulation of nitric oxide metabolic process","2/8","44/18903",0.000146953193124521,0.00183459460048087,0.0004722041662727,"AKT1/HSP90AA1",2
"GO:0032868","GO:0032868","response to insulin","3/8","269/18903",0.000151373983609581,0.00187009942251004,0.000481342711039239,"AKT1/GSK3B/IRS1",3
"GO:0051348","GO:0051348","negative regulation of transferase activity","3/8","276/18903",0.000163319208926981,0.00199687197718968,0.000513972551153819,"AKT1/GSK3B/PTEN",3
"GO:0031018","GO:0031018","endocrine pancreas development","2/8","47/18903",0.000167817664049304,0.00201042171275227,0.000517460101800088,"AKT1/GSK3B",2
"GO:0046677","GO:0046677","response to antibiotic","2/8","47/18903",0.000167817664049304,0.00201042171275227,0.000517460101800088,"HSP90AA1/MDM2",2
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","3/8","280/18903",0.000170413693530557,0.00202110640527241,0.000520210222356438,"AKT1/MDM2/PTEN",3
"GO:0031641","GO:0031641","regulation of myelination","2/8","48/18903",0.000175077003062465,0.00205585470922855,0.000529154047817768,"AKT1/PTEN",2
"GO:0002066","GO:0002066","columnar/cuboidal epithelial cell development","2/8","50/18903",0.000190051867885332,0.00218836422633013,0.000563260518004561,"AKT1/GSK3B",2
"GO:1902041","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","2/8","50/18903",0.000190051867885332,0.00218836422633013,0.000563260518004561,"GSK3B/PTEN",2
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","3/8","298/18903",0.000204831983269402,0.00233587242459145,0.000601227481256343,"AKT1/MDM2/SLC9A3R1",3
"GO:0048511","GO:0048511","rhythmic process","3/8","302/18903",0.00021304941569764,0.0024064438763562,0.00061939178498562,"GSK3B/PHLPP1/PTEN",3
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","3/8","306/18903",0.000221479111178824,0.00247805873451024,0.000637824649869503,"AKT1/GSK3B/IRS1",3
"GO:0036293","GO:0036293","response to decreased oxygen levels","3/8","309/18903",0.000227942164939237,0.00248138763484796,0.000638681471648094,"AKT1/MDM2/PTEN",3
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","3/8","310/18903",0.000230123536934236,0.00248138763484796,0.000638681471648094,"GSK3B/PTEN/SLC9A3R1",3
"GO:0010761","GO:0010761","fibroblast migration","2/8","55/18903",0.000230145564783537,0.00248138763484796,0.000638681471648094,"AKT1/SLC9A3R1",2
"GO:1900087","GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","2/8","55/18903",0.000230145564783537,0.00248138763484796,0.000638681471648094,"AKT1/MDM2",2
"GO:0060485","GO:0060485","mesenchyme development","3/8","313/18903",0.00023674925218446,0.00252680402674546,0.000650371143832595,"GSK3B/MDM2/PTEN",3
"GO:0010676","GO:0010676","positive regulation of cellular carbohydrate metabolic process","2/8","56/18903",0.000238618930013062,0.00252680402674546,0.000650371143832595,"AKT1/IRS1",2
"GO:0031647","GO:0031647","regulation of protein stability","3/8","325/18903",0.000264494436316566,0.00275637348705905,0.000709459759693907,"HSP90AA1/MDM2/PTEN",3
"GO:0046324","GO:0046324","regulation of glucose import","2/8","59/18903",0.000264946524051207,0.00275637348705905,0.000709459759693907,"AKT1/IRS1",2
"GO:0006913","GO:0006913","nucleocytoplasmic transport","3/8","329/18903",0.000274192252112879,0.00280337940522305,0.000721558558191786,"AKT1/GSK3B/HSP90AA1",3
"GO:0051169","GO:0051169","nuclear transport","3/8","329/18903",0.000274192252112879,0.00280337940522305,0.000721558558191786,"AKT1/GSK3B/HSP90AA1",3
"GO:0048638","GO:0048638","regulation of developmental growth","3/8","332/18903",0.000281615596280793,0.00285466749734205,0.000734759540453711,"AKT1/GSK3B/PTEN",3
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","3/8","333/18903",0.000284118813270016,0.00285563485201898,0.000735008526746697,"AKT1/GSK3B/IRS1",3
"GO:0045428","GO:0045428","regulation of nitric oxide biosynthetic process","2/8","62/18903",0.000292633322488118,0.00288439637714548,0.000742411422181759,"AKT1/HSP90AA1",2
"GO:0046824","GO:0046824","positive regulation of nucleocytoplasmic transport","2/8","62/18903",0.000292633322488118,0.00288439637714548,0.000742411422181759,"GSK3B/HSP90AA1",2
"GO:0070482","GO:0070482","response to oxygen levels","3/8","337/18903",0.000294276527516528,0.00288439637714548,0.000742411422181759,"AKT1/MDM2/PTEN",3
"GO:0050994","GO:0050994","regulation of lipid catabolic process","2/8","63/18903",0.000302163847057104,0.0029374288738502,0.000756061394707162,"AKT1/IRS1",2
"GO:0080164","GO:0080164","regulation of nitric oxide metabolic process","2/8","65/18903",0.000321676701070424,0.00310169567048393,0.000798341834064382,"AKT1/HSP90AA1",2
"GO:0034605","GO:0034605","cellular response to heat","2/8","66/18903",0.000331658836397371,0.00317215629005873,0.000816477610825447,"GSK3B/HSP90AA1",2
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","3/8","354/18903",0.00034008120729538,0.00322669049481857,0.000830514106237139,"AKT1/MDM2/PTEN",3
"GO:0038034","GO:0038034","signal transduction in absence of ligand","2/8","68/18903",0.000352074038689301,0.00326218601473055,0.000839650256742575,"AKT1/GSK3B",2
"GO:0097192","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","2/8","68/18903",0.000352074038689301,0.00326218601473055,0.000839650256742575,"AKT1/GSK3B",2
"GO:1902808","GO:1902808","positive regulation of cell cycle G1/S phase transition","2/8","68/18903",0.000352074038689301,0.00326218601473055,0.000839650256742575,"AKT1/MDM2",2
"GO:0030336","GO:0030336","negative regulation of cell migration","3/8","368/18903",0.000381099081842102,0.00350374814778863,0.000901825652665928,"AKT1/PTEN/SLC9A3R1",3
"GO:0002067","GO:0002067","glandular epithelial cell differentiation","2/8","73/18903",0.000405737956806721,0.00370157859055978,0.000952744999789062,"AKT1/GSK3B",2
"GO:0046323","GO:0046323","glucose import","2/8","75/18903",0.000428251856067159,0.00384976404485592,0.000990886281182406,"AKT1/IRS1",2
"GO:2000146","GO:2000146","negative regulation of cell motility","3/8","383/18903",0.000428472895380254,0.00384976404485592,0.000990886281182406,"AKT1/PTEN/SLC9A3R1",3
"GO:0044282","GO:0044282","small molecule catabolic process","3/8","385/18903",0.000435063551834152,0.00386313637672754,0.000994328170099394,"AKT1/IRS1/PTEN",3
"GO:0006635","GO:0006635","fatty acid beta-oxidation","2/8","76/18903",0.000439733061431887,0.00386313637672754,0.000994328170099394,"AKT1/IRS1",2
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","2/8","76/18903",0.000439733061431887,0.00386313637672754,0.000994328170099394,"AKT1/HSP90AA1",2
"GO:0010827","GO:0010827","regulation of glucose transmembrane transport","2/8","77/18903",0.000451363641789094,0.00393615646442548,0.001013122725378,"AKT1/IRS1",2
"GO:0045913","GO:0045913","positive regulation of carbohydrate metabolic process","2/8","78/18903",0.000463143500564224,0.00398034921499398,0.0010244974459468,"AKT1/IRS1",2
"GO:0070373","GO:0070373","negative regulation of ERK1 and ERK2 cascade","2/8","78/18903",0.000463143500564224,0.00398034921499398,0.0010244974459468,"PTEN/SLC9A3R1",2
"GO:0070227","GO:0070227","lymphocyte apoptotic process","2/8","80/18903",0.000487150667263284,0.00415655173650543,0.001069850007621,"AKT1/PTEN",2
"GO:0033555","GO:0033555","multicellular organismal response to stress","2/8","81/18903",0.00049937778223134,0.00421486107354704,0.00108485817993134,"AKT1/PTEN",2
"GO:0045786","GO:0045786","negative regulation of cell cycle","3/8","405/18903",0.000504615015493602,0.00421486107354704,0.00108485817993134,"MDM2/PTEN/SLC9A3R1",3
"GO:0021766","GO:0021766","hippocampus development","2/8","82/18903",0.000511753789705542,0.00421486107354704,0.00108485817993134,"GSK3B/PTEN",2
"GO:0031016","GO:0031016","pancreas development","2/8","82/18903",0.000511753789705542,0.00421486107354704,0.00108485817993134,"AKT1/GSK3B",2
"GO:0046209","GO:0046209","nitric oxide metabolic process","2/8","82/18903",0.000511753789705542,0.00421486107354704,0.00108485817993134,"AKT1/HSP90AA1",2
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","2/8","83/18903",0.000524278593304507,0.00428823732178721,0.00110374440695686,"AKT1/HSP90AA1",2
"GO:0008625","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","2/8","85/18903",0.000549774203544175,0.00443559323403668,0.00114167217348952,"GSK3B/PTEN",2
"GO:0021954","GO:0021954","central nervous system neuron development","2/8","85/18903",0.000549774203544175,0.00443559323403668,0.00114167217348952,"HSP90AA1/PTEN",2
"GO:0040013","GO:0040013","negative regulation of locomotion","3/8","419/18903",0.000557345153043318,0.00446629291560389,0.00114957392875222,"AKT1/PTEN/SLC9A3R1",3
"GO:0043434","GO:0043434","response to peptide hormone","3/8","421/18903",0.000565156632106014,0.00449849507166264,0.0011578624041734,"AKT1/GSK3B/IRS1",3
"GO:1900182","GO:1900182","positive regulation of protein localization to nucleus","2/8","87/18903",0.000575863842671109,0.00452301004905918,0.00116417228563696,"AKT1/HSP90AA1",2
"GO:2000134","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","2/8","87/18903",0.000575863842671109,0.00452301004905918,0.00116417228563696,"MDM2/PTEN",2
"GO:0042391","GO:0042391","regulation of membrane potential","3/8","431/18903",0.000605276813353652,0.00472275197787784,0.00121558362792631,"AKT1/GSK3B/PTEN",3
"GO:0106027","GO:0106027","neuron projection organization","2/8","91/18903",0.000629822129554961,0.00479732190124232,0.00123477709360102,"GSK3B/PTEN",2
"GO:1903351","GO:1903351","cellular response to dopamine","2/8","91/18903",0.000629822129554961,0.00479732190124232,0.00123477709360102,"GSK3B/SLC9A3R1",2
"GO:0007409","GO:0007409","axonogenesis","3/8","438/18903",0.000634427831635582,0.00479732190124232,0.00123477709360102,"GSK3B/HSP90AA1/PTEN",3
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","3/8","440/18903",0.000642920023381926,0.00479732190124232,0.00123477709360102,"AKT1/GSK3B/PTEN",3
"GO:0002028","GO:0002028","regulation of sodium ion transport","2/8","92/18903",0.000643681767480135,0.00479732190124232,0.00123477709360102,"AKT1/SLC9A3R1",2
"GO:1903350","GO:1903350","response to dopamine","2/8","92/18903",0.000643681767480135,0.00479732190124232,0.00123477709360102,"GSK3B/SLC9A3R1",2
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","3/8","441/18903",0.000647193511128812,0.00479732190124232,0.00123477709360102,"AKT1/GSK3B/PTEN",3
"GO:0048732","GO:0048732","gland development","3/8","441/18903",0.000647193511128812,0.00479732190124232,0.00123477709360102,"AKT1/PTEN/SLC9A3R1",3
"GO:0010975","GO:0010975","regulation of neuron projection development","3/8","446/18903",0.000668836226194699,0.00492695505755847,0.00126814322063722,"AKT1/GSK3B/PTEN",3
