"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031647","GO:0031647","regulation of protein stability","5/8","325/18903",7.82072444089009e-08,5.4598432502964e-06,1.51269275369848e-06,"CREBBP/MDM2/NPM1/EP300/TP53",5
"GO:0071214","GO:0071214","cellular response to abiotic stimulus","5/8","335/18903",9.09650073243705e-08,5.50884458003571e-06,1.52626895964802e-06,"CREBBP/MDM2/NPM1/EP300/TP53",5
"GO:0104004","GO:0104004","cellular response to environmental stimulus","5/8","335/18903",9.09650073243705e-08,5.50884458003571e-06,1.52626895964802e-06,"CREBBP/MDM2/NPM1/EP300/TP53",5
"GO:0070482","GO:0070482","response to oxygen levels","5/8","337/18903",9.37046078967578e-08,5.50884458003571e-06,1.52626895964802e-06,"AKT1/CREBBP/MDM2/EP300/TP53",5
"GO:0071482","GO:0071482","cellular response to light stimulus","4/8","123/18903",1.17104589648147e-07,6.54029133184902e-06,1.8120394398187e-06,"CREBBP/NPM1/EP300/TP53",4
"GO:0031648","GO:0031648","protein destabilization","3/8","48/18903",8.52866746609322e-07,4.5364388379172e-05,1.25685625816111e-05,"CREBBP/MDM2/EP300",3
"GO:0090068","GO:0090068","positive regulation of cell cycle process","4/8","260/18903",2.34435263368553e-06,0.000119029176901216,3.29779748470597e-05,"AKT1/MDM2/KAT5/NPM1",4
"GO:0001666","GO:0001666","response to hypoxia","4/8","296/18903",3.92510381923511e-06,0.000190623520264592,5.28137539064129e-05,"CREBBP/MDM2/EP300/TP53",4
"GO:0034504","GO:0034504","protein localization to nucleus","4/8","306/18903",4.47833304106291e-06,0.00020842908361947,5.77469260558113e-05,"AKT1/MDM2/NPM1/TP53",4
"GO:0032070","GO:0032070","regulation of deoxyribonuclease activity","2/8","10/18903",7.04087543993633e-06,0.000305959344921922,8.47684563040523e-05,"AKT1/NPM1",2
"GO:0010506","GO:0010506","regulation of autophagy","4/8","344/18903",7.12170364187106e-06,0.000305959344921922,8.47684563040523e-05,"AKT1/KAT5/EP300/TP53",4
"GO:0045787","GO:0045787","positive regulation of cell cycle","4/8","362/18903",8.71410050146679e-06,0.000360505565190311,9.98809180285082e-05,"AKT1/MDM2/KAT5/NPM1",4
"GO:0010906","GO:0010906","regulation of glucose metabolic process","3/8","107/18903",9.67314583306754e-06,0.000370380122537942,0.000102616742238284,"AKT1/EP300/TP53",3
"GO:0062014","GO:0062014","negative regulation of small molecule metabolic process","3/8","108/18903",9.94754133942547e-06,0.000370380122537942,0.000102616742238284,"AKT1/EP300/TP53",3
"GO:0090398","GO:0090398","cellular senescence","3/8","108/18903",9.94754133942547e-06,0.000370380122537942,0.000102616742238284,"KAT5/NPM1/TP53",3
"GO:1903800","GO:1903800","positive regulation of miRNA maturation","2/8","12/18903",1.03222464600963e-05,0.000371933848255726,0.000103047214236615,"DDX5/TP53",2
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","4/8","390/18903",1.16971198484113e-05,0.000396117671853734,0.000109747533831219,"CREBBP/DDX5/EP300/TP53",4
"GO:0009408","GO:0009408","response to heat","3/8","114/18903",1.17026706993494e-05,0.000396117671853734,0.000109747533831219,"AKT1/CREBBP/EP300",3
"GO:0071236","GO:0071236","cellular response to antibiotic","2/8","14/18903",1.4226164215394e-05,0.000457829233063848,0.000126845209933347,"MDM2/TP53",2
"GO:1901989","GO:1901989","positive regulation of cell cycle phase transition","3/8","122/18903",1.43455892186524e-05,0.000457829233063848,0.000126845209933347,"AKT1/MDM2/NPM1",3
"GO:0018205","GO:0018205","peptidyl-lysine modification","4/8","414/18903",1.48054014938895e-05,0.000459378707463183,0.000127274504070278,"CREBBP/MDM2/KAT5/EP300",4
"GO:0043467","GO:0043467","regulation of generation of precursor metabolites and energy","3/8","134/18903",1.90057244249799e-05,0.000573767410343312,0.000158966798888879,"AKT1/EP300/TP53",3
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","4/8","453/18903",2.11077620593956e-05,0.000608552562117048,0.000168604300299121,"AKT1/MDM2/NPM1/TP53",4
"GO:1900034","GO:1900034","regulation of cellular response to heat","2/8","17/18903",2.1247582741777e-05,0.000608552562117048,0.000168604300299121,"CREBBP/EP300",2
"GO:0010212","GO:0010212","response to ionizing radiation","3/8","143/18903",2.30897324028704e-05,0.000620804465066803,0.000171998786910088,"MDM2/KAT5/TP53",3
"GO:0006474","GO:0006474","N-terminal protein amino acid acetylation","2/8","18/18903",2.38984709023031e-05,0.000620804465066803,0.000171998786910088,"CREBBP/EP300",2
"GO:0006977","GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","2/8","18/18903",2.38984709023031e-05,0.000620804465066803,0.000171998786910088,"MDM2/TP53",2
"GO:0006978","GO:0006978","DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","2/8","18/18903",2.38984709023031e-05,0.000620804465066803,0.000171998786910088,"KAT5/TP53",2
"GO:0017015","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","3/8","147/18903",2.50765314349189e-05,0.000621433685832736,0.000172173117499717,"CREBBP/EP300/TP53",3
"GO:0016570","GO:0016570","histone modification","4/8","474/18903",2.52259719049997e-05,0.000621433685832736,0.000172173117499717,"CREBBP/KAT5/EP300/TP53",4
"GO:0010821","GO:0010821","regulation of mitochondrion organization","3/8","150/18903",2.66384461948102e-05,0.000621433685832736,0.000172173117499717,"AKT1/EP300/TP53",3
"GO:1903844","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","3/8","150/18903",2.66384461948102e-05,0.000621433685832736,0.000172173117499717,"CREBBP/EP300/TP53",3
"GO:0042772","GO:0042772","DNA damage response, signal transduction resulting in transcription","2/8","19/18903",2.67044018979153e-05,0.000621433685832736,0.000172173117499717,"KAT5/TP53",2
"GO:0010675","GO:0010675","regulation of cellular carbohydrate metabolic process","3/8","155/18903",2.93819581424934e-05,0.000669788719289085,0.00018557026195259,"AKT1/EP300/TP53",3
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","3/8","159/18903",3.17062219956975e-05,0.000708316999383882,0.000196244826668107,"AKT1/MDM2/TP53",3
"GO:1901522","GO:1901522","positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus","2/8","21/18903",3.2780997091699e-05,0.000717968112773093,0.000198918743962012,"EP300/TP53",2
"GO:0002223","GO:0002223","stimulatory C-type lectin receptor signaling pathway","2/8","22/18903",3.60514637367526e-05,0.000732172454435504,0.00020285416915991,"CREBBP/EP300",2
"GO:0032069","GO:0032069","regulation of nuclease activity","2/8","22/18903",3.60514637367526e-05,0.000732172454435504,0.00020285416915991,"AKT1/NPM1",2
"GO:1990840","GO:1990840","response to lectin","2/8","22/18903",3.60514637367526e-05,0.000732172454435504,0.00020285416915991,"CREBBP/EP300",2
"GO:1990858","GO:1990858","cellular response to lectin","2/8","22/18903",3.60514637367526e-05,0.000732172454435504,0.00020285416915991,"CREBBP/EP300",2
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","3/8","172/18903",4.00902264725258e-05,0.000799656838746631,0.000221551251558695,"AKT1/MDM2/TP53",3
"GO:0071453","GO:0071453","cellular response to oxygen levels","3/8","175/18903",4.2212261177333e-05,0.000827212205878614,0.000229185683954495,"AKT1/MDM2/TP53",3
"GO:2000637","GO:2000637","positive regulation of miRNA-mediated gene silencing","2/8","24/18903",4.30562415349673e-05,0.000829203824044112,0.0002297374775187,"DDX5/TP53",2
"GO:0016573","GO:0016573","histone acetylation","3/8","180/18903",4.59110981150691e-05,0.000856800441786715,0.000237383338722418,"CREBBP/KAT5/EP300",3
"GO:0060148","GO:0060148","positive regulation of post-transcriptional gene silencing","2/8","25/18903",4.67903553706263e-05,0.000856800441786715,0.000237383338722418,"DDX5/TP53",2
"GO:1900370","GO:1900370","positive regulation of post-transcriptional gene silencing by RNA","2/8","25/18903",4.67903553706263e-05,0.000856800441786715,0.000237383338722418,"DDX5/TP53",2
"GO:2000045","GO:2000045","regulation of G1/S transition of mitotic cell cycle","3/8","185/18903",4.98172380685183e-05,0.000857700652678834,0.000237632749269733,"AKT1/MDM2/TP53",3
"GO:0006109","GO:0006109","regulation of carbohydrate metabolic process","3/8","186/18903",5.06238144334167e-05,0.000857700652678834,0.000237632749269733,"AKT1/EP300/TP53",3
"GO:0009266","GO:0009266","response to temperature stimulus","3/8","186/18903",5.06238144334167e-05,0.000857700652678834,0.000237632749269733,"AKT1/CREBBP/EP300",3
"GO:0018393","GO:0018393","internal peptidyl-lysine acetylation","3/8","186/18903",5.06238144334167e-05,0.000857700652678834,0.000237632749269733,"CREBBP/KAT5/EP300",3
"GO:1903798","GO:1903798","regulation of miRNA maturation","2/8","26/18903",5.06788210177288e-05,0.000857700652678834,0.000237632749269733,"DDX5/TP53",2
"GO:0006006","GO:0006006","glucose metabolic process","3/8","188/18903",5.22626578691906e-05,0.000858491012351263,0.000237851724667833,"AKT1/EP300/TP53",3
"GO:0006475","GO:0006475","internal protein amino acid acetylation","3/8","188/18903",5.22626578691906e-05,0.000858491012351263,0.000237851724667833,"CREBBP/KAT5/EP300",3
"GO:0060765","GO:0060765","regulation of androgen receptor signaling pathway","2/8","28/18903",5.89184135428724e-05,0.000940169541819835,0.000260481407242173,"DDX5/EP300",2
"GO:0070920","GO:0070920","regulation of production of small RNA involved in gene silencing by RNA","2/8","28/18903",5.89184135428724e-05,0.000940169541819835,0.000260481407242173,"DDX5/TP53",2
"GO:0018394","GO:0018394","peptidyl-lysine acetylation","3/8","197/18903",6.00697920044528e-05,0.00094504165730949,0.000261831265371522,"CREBBP/KAT5/EP300",3
"GO:0031571","GO:0031571","mitotic G1 DNA damage checkpoint signaling","2/8","29/18903",6.32693434172558e-05,0.00098155356384826,0.0002719471778461,"MDM2/TP53",2
"GO:0044819","GO:0044819","mitotic G1/S transition checkpoint signaling","2/8","30/18903",6.7774231095744e-05,0.00102302454235062,0.000283437040428858,"MDM2/TP53",2
"GO:0071480","GO:0071480","cellular response to gamma radiation","2/8","30/18903",6.7774231095744e-05,0.00102302454235062,0.000283437040428858,"MDM2/TP53",2
"GO:0002220","GO:0002220","innate immune response activating cell surface receptor signaling pathway","2/8","31/18903",7.24329781744957e-05,0.00105381345736977,0.000291967352840514,"CREBBP/EP300",2
"GO:0031365","GO:0031365","N-terminal protein amino acid modification","2/8","31/18903",7.24329781744957e-05,0.00105381345736977,0.000291967352840514,"CREBBP/EP300",2
"GO:0007623","GO:0007623","circadian rhythm","3/8","210/18903",7.26442580281756e-05,0.00105381345736977,0.000291967352840514,"KAT5/EP300/TP53",3
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","3/8","213/18903",7.57722520502346e-05,0.00107854010230799,0.000298818065380529,"AKT1/MDM2/TP53",3
"GO:0050821","GO:0050821","protein stabilization","3/8","214/18903",7.68342414341573e-05,0.00107854010230799,0.000298818065380529,"NPM1/EP300/TP53",3
"GO:0002758","GO:0002758","innate immune response-activating signal transduction","2/8","32/18903",7.72454862888442e-05,0.00107854010230799,0.000298818065380529,"CREBBP/EP300",2
"GO:0007179","GO:0007179","transforming growth factor beta receptor signaling pathway","3/8","216/18903",7.8987457812094e-05,0.00108924679476678,0.000301784439204102,"CREBBP/EP300/TP53",3
"GO:0030511","GO:0030511","positive regulation of transforming growth factor beta receptor signaling pathway","2/8","33/18903",8.22116571132872e-05,0.00109321929756597,0.000302885052522637,"CREBBP/EP300",2
"GO:1902253","GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","2/8","33/18903",8.22116571132872e-05,0.00109321929756597,0.000302885052522637,"MDM2/TP53",2
"GO:1903846","GO:1903846","positive regulation of cellular response to transforming growth factor beta stimulus","2/8","33/18903",8.22116571132872e-05,0.00109321929756597,0.000302885052522637,"CREBBP/EP300",2
"GO:0016242","GO:0016242","negative regulation of macroautophagy","2/8","35/18903",9.26045937861993e-05,0.00120278292161843,0.000333240521091097,"AKT1/TP53",2
"GO:0060218","GO:0060218","hematopoietic stem cell differentiation","2/8","35/18903",9.26045937861993e-05,0.00120278292161843,0.000333240521091097,"KAT5/TP53",2
"GO:0019318","GO:0019318","hexose metabolic process","3/8","229/18903",9.39552115906946e-05,0.00120629852122765,0.000334214545767262,"AKT1/EP300/TP53",3
"GO:0006473","GO:0006473","protein acetylation","3/8","230/18903",9.51778977811259e-05,0.00120811036160816,0.000334716530474295,"CREBBP/KAT5/EP300",3
"GO:0006354","GO:0006354","DNA-templated transcription elongation","3/8","241/18903",0.000109322551930429,0.00137205944389089,0.000380139920373105,"CREBBP/KAT5/EP300",3
"GO:0005996","GO:0005996","monosaccharide metabolic process","3/8","248/18903",0.000119003527231925,0.00146073560349517,0.000404708351719908,"AKT1/EP300/TP53",3
"GO:0006402","GO:0006402","mRNA catabolic process","3/8","248/18903",0.000119003527231925,0.00146073560349517,0.000404708351719908,"AKT1/DDX5/NPM1",3
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","3/8","250/18903",0.000121869082121017,0.00147964961662148,0.000409948628645068,"AKT1/MDM2/TP53",3
"GO:0051091","GO:0051091","positive regulation of DNA-binding transcription factor activity","3/8","266/18903",0.000146434991214652,0.001746241667235,0.00048381006471007,"AKT1/NPM1/EP300",3
"GO:0042771","GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","2/8","44/18903",0.000146953193124521,0.001746241667235,0.00048381006471007,"EP300/TP53",2
"GO:0060964","GO:0060964","regulation of miRNA-mediated gene silencing","2/8","45/18903",0.000153755661321462,0.00180030664730767,0.000498789195032234,"DDX5/TP53",2
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","3/8","271/18903",0.000154726444173264,0.00180030664730767,0.000498789195032234,"CREBBP/EP300/TP53",3
"GO:0043543","GO:0043543","protein acylation","3/8","272/18903",0.000156420733408608,0.00180125731151974,0.000499052584070871,"CREBBP/KAT5/EP300",3
"GO:0051348","GO:0051348","negative regulation of transferase activity","3/8","276/18903",0.000163319208926981,0.00180242625714493,0.000499376449701371,"AKT1/NPM1/TP53",3
"GO:0071559","GO:0071559","response to transforming growth factor beta","3/8","277/18903",0.00016507435543259,0.00180242625714493,0.000499376449701371,"CREBBP/EP300/TP53",3
"GO:0071824","GO:0071824","protein-DNA complex subunit organization","3/8","277/18903",0.00016507435543259,0.00180242625714493,0.000499376449701371,"KAT5/NPM1/TP53",3
"GO:0030521","GO:0030521","androgen receptor signaling pathway","2/8","47/18903",0.000167817664049304,0.00180242625714493,0.000499376449701371,"DDX5/EP300",2
"GO:0046677","GO:0046677","response to antibiotic","2/8","47/18903",0.000167817664049304,0.00180242625714493,0.000499376449701371,"MDM2/TP53",2
"GO:0090199","GO:0090199","regulation of release of cytochrome c from mitochondria","2/8","47/18903",0.000167817664049304,0.00180242625714493,0.000499376449701371,"AKT1/TP53",2
"GO:1900368","GO:1900368","regulation of post-transcriptional gene silencing by RNA","2/8","47/18903",0.000167817664049304,0.00180242625714493,0.000499376449701371,"DDX5/TP53",2
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","3/8","280/18903",0.000170413693530557,0.00181287710165364,0.000502271938826906,"AKT1/MDM2/TP53",3
"GO:0009299","GO:0009299","mRNA transcription","2/8","48/18903",0.000175077003062465,0.00182767301327825,0.000506371263161482,"DDX5/TP53",2
"GO:0060147","GO:0060147","regulation of post-transcriptional gene silencing","2/8","48/18903",0.000175077003062465,0.00182767301327825,0.000506371263161482,"DDX5/TP53",2
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","3/8","290/18903",0.000189023994297003,0.0019475957470451,0.000539596805005191,"CREBBP/EP300/TP53",3
"GO:0060966","GO:0060966","regulation of gene silencing by RNA","2/8","50/18903",0.000190051867885332,0.0019475957470451,0.000539596805005191,"DDX5/TP53",2
"GO:0044262","GO:0044262","cellular carbohydrate metabolic process","3/8","296/18903",0.000200802092267226,0.00203905397329538,0.000564936029919279,"AKT1/EP300/TP53",3
"GO:0010823","GO:0010823","negative regulation of mitochondrion organization","2/8","52/18903",0.000205634330889016,0.00204486696000886,0.000566546563862418,"AKT1/TP53",2
"GO:0045912","GO:0045912","negative regulation of carbohydrate metabolic process","2/8","52/18903",0.000205634330889016,0.00204486696000886,0.000566546563862418,"EP300/TP53",2
"GO:0006401","GO:0006401","RNA catabolic process","3/8","299/18903",0.000206866576974934,0.00204486696000886,0.000566546563862418,"AKT1/DDX5/NPM1",3
"GO:0042149","GO:0042149","cellular response to glucose starvation","2/8","54/18903",0.000221823611561347,0.00217348222907039,0.000602180441357672,"KAT5/TP53",2
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","3/8","309/18903",0.000227942164939237,0.00221401215858372,0.000613409578875383,"AKT1/DDX5/NPM1",3
"GO:1900087","GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","2/8","55/18903",0.000230145564783537,0.0022161430677863,0.000613999964123049,"AKT1/MDM2",2
"GO:0001836","GO:0001836","release of cytochrome c from mitochondria","2/8","56/18903",0.000238618930013062,0.00225879105783551,0.000625815927063696,"AKT1/TP53",2
"GO:0043470","GO:0043470","regulation of carbohydrate catabolic process","2/8","56/18903",0.000238618930013062,0.00225879105783551,0.000625815927063696,"EP300/TP53",2
"GO:0010332","GO:0010332","response to gamma radiation","2/8","57/18903",0.000247243609861036,0.00227123092726995,0.000629262491275848,"MDM2/TP53",2
"GO:0035196","GO:0035196","miRNA processing","2/8","57/18903",0.000247243609861036,0.00227123092726995,0.000629262491275848,"DDX5/TP53",2
"GO:0070231","GO:0070231","T cell apoptotic process","2/8","57/18903",0.000247243609861036,0.00227123092726995,0.000629262491275848,"AKT1/TP53",2
"GO:0010948","GO:0010948","negative regulation of cell cycle process","3/8","318/18903",0.00024806640387371,0.00227123092726995,0.000629262491275848,"MDM2/NPM1/TP53",3
"GO:0006913","GO:0006913","nucleocytoplasmic transport","3/8","329/18903",0.000274192252112879,0.00246994149685553,0.000684316826156081,"AKT1/NPM1/TP53",3
"GO:0051169","GO:0051169","nuclear transport","3/8","329/18903",0.000274192252112879,0.00246994149685553,0.000684316826156081,"AKT1/NPM1/TP53",3
"GO:0070918","GO:0070918","small regulatory ncRNA processing","2/8","61/18903",0.000283253529020518,0.00251106501520571,0.000695710422155659,"DDX5/TP53",2
"GO:0090311","GO:0090311","regulation of protein deacetylation","2/8","61/18903",0.000283253529020518,0.00251106501520571,0.000695710422155659,"EP300/TP53",2
"GO:0061614","GO:0061614","miRNA transcription","2/8","62/18903",0.000292633322488118,0.00257379071826164,0.000713089074276889,"DDX5/TP53",2
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","3/8","338/18903",0.00029685235507043,0.0025905006297943,0.000717718687423573,"CREBBP/EP300/TP53",3
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","3/8","339/18903",0.000299442817069671,0.00259284981912266,0.000718369548906433,"AKT1/EP300/TP53",3
"GO:0002218","GO:0002218","activation of innate immune response","2/8","64/18903",0.00031184500561057,0.00267946824051544,0.000742367867607349,"CREBBP/EP300",2
"GO:0001756","GO:0001756","somitogenesis","2/8","66/18903",0.000331658836397371,0.00280653727466563,0.000777573348491445,"EP300/TP53",2
"GO:0034605","GO:0034605","cellular response to heat","2/8","66/18903",0.000331658836397371,0.00280653727466563,0.000777573348491445,"CREBBP/EP300",2
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","3/8","354/18903",0.00034008120729538,0.00285617074096947,0.000791324692875677,"AKT1/MDM2/TP53",3
"GO:1902808","GO:1902808","positive regulation of cell cycle G1/S phase transition","2/8","68/18903",0.000352074038689301,0.00293482612847723,0.000813116790060129,"AKT1/MDM2",2
"GO:0010639","GO:0010639","negative regulation of organelle organization","3/8","366/18903",0.000375052833179271,0.00310321492341663,0.000859770237463591,"AKT1/NPM1/TP53",3
"GO:0033143","GO:0033143","regulation of intracellular steroid hormone receptor signaling pathway","2/8","72/18903",0.000394705456253508,0.00318618865625194,0.000882758766374282,"DDX5/EP300",2
"GO:0060411","GO:0060411","cardiac septum morphogenesis","2/8","72/18903",0.000394705456253508,0.00318618865625194,0.000882758766374282,"MDM2/TP53",2
"GO:0006338","GO:0006338","chromatin remodeling","3/8","373/18903",0.000396490799658925,0.00318618865625194,0.000882758766374282,"KAT5/NPM1/EP300",3
"GO:1901653","GO:1901653","cellular response to peptide","3/8","373/18903",0.000396490799658925,0.00318618865625194,0.000882758766374282,"AKT1/MDM2/TP53",3
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","3/8","374/18903",0.000399616764306847,0.00318837089807677,0.000883363373730925,"AKT1/MDM2/TP53",3
"GO:0043967","GO:0043967","histone H4 acetylation","2/8","74/18903",0.000416920122308136,0.00330283529516445,0.000915076640228383,"KAT5/EP300",2
"GO:0071479","GO:0071479","cellular response to ionizing radiation","2/8","75/18903",0.000428251856067159,0.00336871354385223,0.000933328730049997,"MDM2/TP53",2
"GO:0070227","GO:0070227","lymphocyte apoptotic process","2/8","80/18903",0.000487150667263284,0.00380522584149013,0.00105426791443066,"AKT1/TP53",2
"GO:0044773","GO:0044773","mitotic DNA damage checkpoint signaling","2/8","81/18903",0.00049937778223134,0.00387364571355838,0.00107322418111121,"MDM2/TP53",2
"GO:0045786","GO:0045786","negative regulation of cell cycle","3/8","405/18903",0.000504615015493602,0.0038872756710783,0.0010770004686397,"MDM2/NPM1/TP53",3
"GO:0006289","GO:0006289","nucleotide-excision repair","2/8","84/18903",0.000536952096685448,0.00408010538773908,0.00113042546670621,"KAT5/TP53",2
"GO:0097194","GO:0097194","execution phase of apoptosis","2/8","84/18903",0.000536952096685448,0.00408010538773908,0.00113042546670621,"AKT1/TP53",2
"GO:0044774","GO:0044774","mitotic DNA integrity checkpoint signaling","2/8","85/18903",0.000549774203544175,0.00414930936053273,0.00114959897469408,"MDM2/TP53",2
"GO:0030098","GO:0030098","lymphocyte differentiation","3/8","419/18903",0.000557345153043318,0.00417688254716642,0.00115723834412376,"KAT5/EP300/TP53",3
"GO:0061053","GO:0061053","somite development","2/8","86/18903",0.000562744817615077,0.00417688254716642,0.00115723834412376,"EP300/TP53",2
"GO:0001558","GO:0001558","regulation of cell growth","3/8","422/18903",0.000569088785908055,0.00417688254716642,0.00115723834412376,"AKT1/NPM1/TP53",3
"GO:0010507","GO:0010507","negative regulation of autophagy","2/8","87/18903",0.000575863842671109,0.00417688254716642,0.00115723834412376,"AKT1/TP53",2
"GO:1900182","GO:1900182","positive regulation of protein localization to nucleus","2/8","87/18903",0.000575863842671109,0.00417688254716642,0.00115723834412376,"AKT1/NPM1",2
"GO:2000134","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","2/8","87/18903",0.000575863842671109,0.00417688254716642,0.00115723834412376,"MDM2/TP53",2
"GO:0046889","GO:0046889","positive regulation of lipid biosynthetic process","2/8","88/18903",0.000589131182523786,0.00424554536051012,0.00117626191960607,"AKT1/KAT5",2
"GO:0034655","GO:0034655","nucleobase-containing compound catabolic process","3/8","428/18903",0.000593053685347715,0.00424641645213716,0.00117650326243069,"AKT1/DDX5/NPM1",3
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","3/8","429/18903",0.000597110153087574,0.00424822956050204,0.00117700559844282,"AKT1/MDM2/KAT5",3
"GO:0010586","GO:0010586","miRNA metabolic process","2/8","90/18903",0.000616110422057853,0.00435566671796596,0.00120677191262497,"DDX5/TP53",2
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","3/8","440/18903",0.000642920023381926,0.00451661425231202,0.00125136369992907,"AKT1/NPM1/TP53",3
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","3/8","441/18903",0.000647193511128812,0.00451821969956802,0.00125180850178862,"AKT1/NPM1/TP53",3
"GO:0032436","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","2/8","94/18903",0.000671844450669712,0.00466118168570229,0.00129141725071524,"AKT1/MDM2",2
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","3/8","450/18903",0.000686482760380519,0.00473334100830271,0.00131140956174056,"AKT1/MDM2/KAT5",3
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","3/8","454/18903",0.000704427066086472,0.00482727013999135,0.00133743337054842,"AKT1/NPM1/EP300",3
"GO:1902807","GO:1902807","negative regulation of cell cycle G1/S phase transition","2/8","98/18903",0.000729940760946096,0.00497160871937067,0.00137742351552088,"MDM2/TP53",2
"GO:0006140","GO:0006140","regulation of nucleotide metabolic process","2/8","99/18903",0.000744833226138394,0.0050422952339187,0.00139700777342704,"EP300/TP53",2
